key	category	total_count
"COMPENSATED"	"EconomicOperands"	7
"TRUST BANK"	"EconomicOperands"	7
"COMPILE"	"EconomicOperands"	7
"ACCRUES"	"EconomicOperands"	7
"FOREIGN AUDITOR OVERSIGHT AUTHORITY"	"EconomicOperands"	7
"REVENUES"	"EconomicOperands"	7
"GROWTH"	"EconomicOperands"	7
"SECURITIES CONTRACT"	"EconomicOperands"	7
"ACCEPTS"	"EconomicOperands"	7
"BECAME"	"EconomicOperands"	7
"INSTITUTIONAL"	"EconomicOperands"	7
"UNSOUND"	"EconomicOperands"	7
"STAYED"	"EconomicOperands"	7
"ACQUIRING"	"EconomicOperands"	7
"INVEST"	"EconomicOperands"	7
"APPRAISED"	"EconomicOperands"	7
"REQUESTS FOR INFORMATION"	"EconomicOperands"	7
"STRESS TESTS"	"EconomicOperands"	7
"PROVIDERS"	"EconomicOperands"	7
"COMMENCING"	"EconomicOperands"	7
"COLLATERALIZED"	"EconomicOperands"	7
"DEMONSTRATE"	"EconomicOperands"	7
"CREDIT CARD"	"EconomicOperands"	7
"IMMEDIATE"	"EconomicOperands"	7
"EXPRESSED"	"EconomicOperands"	7
"COMPETENCE"	"EconomicOperands"	7
"SPENDING"	"EconomicOperands"	7
"STRUCTURES"	"EconomicOperands"	7
"FRAMEWORK"	"EconomicOperands"	7
"AFFORDS"	"EconomicOperands"	7
"STATING"	"EconomicOperands"	7
"CHIEF EXECUTIVE OFFICER"	"EconomicOperands"	7
"WOMEN-OWNED"	"EconomicOperands"	7
"REVOKED"	"EconomicOperands"	7
"HUD"	"EconomicOperands"	7
"APPROPRIATE FEDERAL REGULATOR"	"EconomicOperands"	7
"DEFENDANT"	"EconomicOperands"	7
"SECURITIZATION"	"EconomicOperands"	7
"OFFICIALS"	"EconomicOperands"	7
"COMMITTEE ON THE JUDICIARY"	"EconomicOperands"	7
"OPERATIONAL RISK"	"EconomicOperands"	7
"INDEBTEDNESS"	"EconomicOperands"	7
"LEASES"	"EconomicOperands"	7
"ORGANIZATIONAL"	"EconomicOperands"	7
"CREDITING"	"EconomicOperands"	7
"UNOBLIGATED"	"EconomicOperands"	7
"DEFRAUD"	"EconomicOperands"	7
"CAPITAL REQUIREMENT"	"EconomicOperands"	7
"ASSERT"	"EconomicOperands"	7
"VOLUNTARY"	"EconomicOperands"	7
"EXPENSE"	"EconomicOperands"	7
"CONSUMER FINANCIAL PROTECTION BUREAU"	"EconomicOperands"	7
"DIFFERENTIATION"	"EconomicOperands"	7
"CONFIDENCE"	"EconomicOperands"	7
"FOREIGN EXCHANGE"	"EconomicOperands"	7
"NATIONWIDE MORTGAGE LICENSING SYSTEM AND REGISTRY"	"EconomicOperands"	7
"CONTINGENCY"	"EconomicOperands"	7
"ASSISTING"	"EconomicOperands"	7
"REFER"	"EconomicOperands"	7
"CERTIFIED OR LICENSED APPRAISER"	"EconomicOperands"	7
"NONVOTING MEMBER"	"EconomicOperands"	7
"ELIMINATE"	"EconomicOperands"	7
"RESCUE SCAMS"	"EconomicOperands"	7
"ADVERTISING"	"EconomicOperands"	7
"MANDATED"	"EconomicOperands"	7
"DEDICATED"	"EconomicOperands"	7
"HEARINGS"	"EconomicOperands"	7
"ACCOMPANY"	"EconomicOperands"	7
"DECLINE"	"EconomicOperands"	7
"PEER REVIEW"	"EconomicOperands"	7
"SUBMISSIONS"	"EconomicOperands"	7
"DOMICILIARY STATE"	"EconomicOperands"	7
"FORECLOSURES"	"EconomicOperands"	7
"INSUREDS"	"EconomicOperands"	7
"RECENT"	"EconomicOperands"	7
"ALLOCATED"	"EconomicOperands"	7
"REVIEWED"	"EconomicOperands"	7
"PASSAGE"	"EconomicOperands"	7
"MITIGATION"	"EconomicOperands"	7
"FEDERAL HOME LOAN MORTGAGE CORPORATION"	"EconomicOperands"	7
"DUAL"	"EconomicOperands"	7
"SIGNATURE"	"EconomicOperands"	7
"RISK-RELATED FACTORS"	"EconomicOperands"	7
"URBAN AFFAIRS"	"EconomicOperands"	7
"ACTIVITIES CONDUCTED"	"EconomicOperands"	7
"TERRITORIAL"	"EconomicOperands"	7
"DISRUPTION"	"EconomicOperands"	7
"COMMINGLED"	"EconomicOperands"	7
"THRIFT"	"EconomicOperands"	7
"STANDARDIZED"	"EconomicOperands"	7
"EXPANSION"	"EconomicOperands"	7
"SCALE"	"EconomicOperands"	7
"EXCHANGE FACILITATOR"	"EconomicOperands"	7
"PARTICIPATED"	"EconomicOperands"	7
"INDIVIDUALLY"	"EconomicOperands"	7
"VULNERABLE"	"EconomicOperands"	7
"GEOGRAPHIC"	"EconomicOperands"	7
"RELIES"	"EconomicOperands"	7
"BUILDING"	"EconomicOperands"	7
"LOOK-BACK"	"EconomicOperands"	7
"PERSONALIZED"	"EconomicOperands"	7
"STATISTICAL"	"EconomicOperands"	7
"CREDIT SCORE"	"EconomicOperands"	7
"GOVERNMENTS"	"EconomicOperands"	7
"COOPERATION"	"EconomicOperands"	7
"REDEMPTION"	"EconomicOperands"	7
"RESERVE RATIO"	"EconomicOperands"	7
"DISSEMINATE"	"EconomicOperands"	6
"FAVORABLE"	"EconomicOperands"	6
"CONVERT"	"EconomicOperands"	6
"EXEMPT COMMERCIAL PURCHASER"	"EconomicOperands"	6
"HYBRID ADJUSTABLE RATE MORTGAGE"	"EconomicOperands"	6
"CARBON"	"EconomicOperands"	6
"ADJUDICATION"	"EconomicOperands"	6
"MULTILATERAL"	"EconomicOperands"	6
"HIRE"	"EconomicOperands"	6
"BALLOON PAYMENT"	"EconomicOperands"	6
"CONSENTS"	"EconomicOperands"	6
"SMALL BUSINESS LOAN"	"EconomicOperands"	6
"COMPOSITION"	"EconomicOperands"	6
"SELF-REPORTED"	"EconomicOperands"	6
"INTRODUCTORY"	"EconomicOperands"	6
"ALLEGING"	"EconomicOperands"	6
"RECKLESS"	"EconomicOperands"	6
"NOVEL"	"EconomicOperands"	6
"VOLUNTARILY"	"EconomicOperands"	6
"TIER"	"EconomicOperands"	6
"OBTAINS"	"EconomicOperands"	6
"CENSUS TRACT"	"EconomicOperands"	6
"HARBOR"	"EconomicOperands"	6
"NAMED"	"EconomicOperands"	6
"COMMITTED TO"	"EconomicOperands"	6
"AWARE"	"EconomicOperands"	6
"SECONDARY"	"EconomicOperands"	6
"ADVISABILITY"	"EconomicOperands"	6
"AUDITED FINANCIAL STATEMENTS"	"EconomicOperands"	6
"SEEKS"	"EconomicOperands"	6
"RATED"	"EconomicOperands"	6
"DIRECTIVE"	"EconomicOperands"	6
"DESCRIPTIONS"	"EconomicOperands"	6
"SUBSTITUTE"	"EconomicOperands"	6
"LIQUIDITY EVENT"	"EconomicOperands"	6
"SOLICIT"	"EconomicOperands"	6
"INVOLUNTARILY"	"EconomicOperands"	6
"FOREGOING"	"EconomicOperands"	6
"COMPEL"	"EconomicOperands"	6
"COMPENSATORY"	"EconomicOperands"	6
"CHECKS"	"EconomicOperands"	6
"MINERALS"	"EconomicOperands"	6
"INITIATION"	"EconomicOperands"	6
"SENIOR EXECUTIVE SERVICE"	"EconomicOperands"	6
"SOLVENCY"	"EconomicOperands"	6
"EXTERNAL AUDIT FINDING"	"EconomicOperands"	6
"CANCELLATION"	"EconomicOperands"	6
"DENIAL"	"EconomicOperands"	6
"LACK"	"EconomicOperands"	6
"PROMPT CORRECTIVE ACTION"	"EconomicOperands"	6
"IMPROVING"	"EconomicOperands"	6
"INTERVENE"	"EconomicOperands"	6
"PROFIT"	"EconomicOperands"	6
"AFFIRMATIVE"	"EconomicOperands"	6
"RECOUPMENT"	"EconomicOperands"	6
"KEEP BOOKS"	"EconomicOperands"	6
"DETECT"	"EconomicOperands"	6
"ALGORITHM"	"EconomicOperands"	6
"YIELD"	"EconomicOperands"	6
"MAILING"	"EconomicOperands"	6
"CONFIRM"	"EconomicOperands"	6
"ANTI-DEFICIENCY LAW"	"EconomicOperands"	6
"INSIDER"	"EconomicOperands"	6
"DEBATE"	"EconomicOperands"	6
"DELIVER"	"EconomicOperands"	6
"FORMATION"	"EconomicOperands"	6
"CHOOSE"	"EconomicOperands"	6
"LOCALITY"	"EconomicOperands"	6
"ASSURANCES"	"EconomicOperands"	6
"IN-KIND"	"EconomicOperands"	6
"CORRESPONDENCE"	"EconomicOperands"	6
"AWARENESS"	"EconomicOperands"	6
"PROPOSED CONVERSION"	"EconomicOperands"	6
"PROPOSALS"	"EconomicOperands"	6
"DEED"	"EconomicOperands"	6
"HUMAN RIGHTS"	"EconomicOperands"	6
"FEDERAL SAVINGS AND LOAN INSURANCE CORPORATION"	"EconomicOperands"	6
"PAYING AGENT"	"EconomicOperands"	6
"DATES"	"EconomicOperands"	6
"PRECLUDE"	"EconomicOperands"	6
"AFFILIATED GROUP"	"EconomicOperands"	6
"RENDERED"	"EconomicOperands"	6
"SUPREME COURT OF THE UNITED STATES"	"EconomicOperands"	6
"BALANCES"	"EconomicOperands"	6
"MIX"	"EconomicOperands"	6
"INVOLVE"	"EconomicOperands"	6
"LENGTH"	"EconomicOperands"	6
"PROPOSED DETERMINATION"	"EconomicOperands"	6
"UTILITY"	"EconomicOperands"	6
"LIKELIHOOD"	"EconomicOperands"	6
"ESSENTIAL"	"EconomicOperands"	6
"PROSECUTE"	"EconomicOperands"	6
"SHOW"	"EconomicOperands"	6
"STRADDLE"	"EconomicOperands"	6
"GENERAL-USE"	"EconomicOperands"	6
"PROSECUTION"	"EconomicOperands"	6
"MANUFACTURED HOME"	"EconomicOperands"	6
"MANAGER"	"EconomicOperands"	6
"INSTALLMENT"	"EconomicOperands"	6
"CURRENTLY"	"EconomicOperands"	6
"STRENGTHENING"	"EconomicOperands"	6
"IN-DEPTH"	"EconomicOperands"	6
"ACCELERATION"	"EconomicOperands"	6
"WARRANTED"	"EconomicOperands"	6
"SALARIES"	"EconomicOperands"	6
"CAUSED"	"EconomicOperands"	6
"TESTING"	"EconomicOperands"	6
"COUNSELORS"	"EconomicOperands"	6
"ACCEPTING"	"EconomicOperands"	6
"FINDINGS CONCLUSIONS"	"EconomicOperands"	6
"DECEIT"	"EconomicOperands"	6
"CEASE AND DESIST"	"EconomicOperands"	6
"ELECTRONICALLY"	"EconomicOperands"	6
"SHOWING"	"EconomicOperands"	6
"UNITED STATES TRADE REPRESENTATIVE"	"EconomicOperands"	6
"NAMES"	"EconomicOperands"	6
"NATIONWIDE"	"EconomicOperands"	6
"STORAGE"	"EconomicOperands"	6
"IDENTIFIES"	"EconomicOperands"	6
"OPINION"	"EconomicOperands"	6
"CAPITALIZED"	"EconomicOperands"	6
"CONCURRENCE"	"EconomicOperands"	6
"PREEMPT"	"EconomicOperands"	6
"CONCERNED"	"EconomicOperands"	6
"LEAD"	"EconomicOperands"	6
"MOTOR VEHICLE DEALER"	"EconomicOperands"	6
"CONTRACTING"	"EconomicOperands"	6
"ACCOUNTING STANDARDS"	"EconomicOperands"	6
"BINDING"	"EconomicOperands"	6
"DESIGNATED CLEARING ENTITY"	"EconomicOperands"	6
"PROMOTION"	"EconomicOperands"	6
"FEDERALLY INSURED DEPOSITORY INSTITUTION"	"EconomicOperands"	6
"QUALIFIES"	"EconomicOperands"	6
"CLEARING REQUIREMENTS"	"EconomicOperands"	6
"SUPERVISORY AGENCIES"	"EconomicOperands"	6
"CONTEMPT"	"EconomicOperands"	6
"INDICES"	"EconomicOperands"	6
"FICTITIOUS"	"EconomicOperands"	6
"PATTERN"	"EconomicOperands"	6
"VOLATILITY"	"EconomicOperands"	6
"HIGHER-RISK MORTGAGE"	"EconomicOperands"	6
"MANAGING"	"EconomicOperands"	6
"COMPROMISE"	"EconomicOperands"	6
"CERTIFICATES"	"EconomicOperands"	6
"NETWORK FEE"	"EconomicOperands"	6
"DECLARATION"	"EconomicOperands"	6
"DIFFERENTIAL"	"EconomicOperands"	6
"FINANCIAL ASSETS"	"EconomicOperands"	6
"RECOGNIZED"	"EconomicOperands"	6
"BELIEVES"	"EconomicOperands"	6
"ARBITRARY"	"EconomicOperands"	6
"RULINGS"	"EconomicOperands"	6
"EDUCATE"	"EconomicOperands"	6
"SECURITIZERS"	"EconomicOperands"	6
"HOUSEHOLD"	"EconomicOperands"	6
"RESEARCH AND ANALYSIS CENTER"	"EconomicOperands"	6
"CONVEYED"	"EconomicOperands"	6
"NATIONS"	"EconomicOperands"	6
"REVOCATION"	"EconomicOperands"	6
"EXCESSIVE"	"EconomicOperands"	6
"AFFORD"	"EconomicOperands"	6
"FEDERAL RESERVE SYSTEM TRANSFERRED EMPLOYEE"	"EconomicOperands"	6
"ADDRESSES"	"EconomicOperands"	6
"TRADITIONALLY"	"EconomicOperands"	6
"PRESUMPTION"	"EconomicOperands"	6
"INITIATING"	"EconomicOperands"	6
"SHARED"	"EconomicOperands"	6
"FORWARD CONTRACT"	"EconomicOperands"	6
"MARKET SHARE"	"EconomicOperands"	6
"PROTECTIVE DECREE"	"EconomicOperands"	6
"KNEW"	"EconomicOperands"	6
"ACCOMPANIED"	"EconomicOperands"	6
"PRODUCED"	"EconomicOperands"	6
"AFFECTED EMPLOYEE"	"EconomicOperands"	6
"CAPRICIOUS"	"EconomicOperands"	6
"INVOLVEMENT"	"EconomicOperands"	6
"CERTIFY"	"EconomicOperands"	6
"PREDISPUTE ARBITRATION AGREEMENT"	"EconomicOperands"	6
"CENSURE"	"EconomicOperands"	6
"RESUBMIT"	"EconomicOperands"	6
"MAINSTREAM"	"EconomicOperands"	6
"LIQUIDATING"	"EconomicOperands"	6
"COMPUTING"	"EconomicOperands"	6
"CONTRIBUTED"	"EconomicOperands"	6
"UNEMPLOYMENT"	"EconomicOperands"	6
"NONPUBLIC"	"EconomicOperands"	6
"STATED"	"EconomicOperands"	6
"INSURANCE REGULATION"	"EconomicOperands"	6
"CEDING INSURER"	"EconomicOperands"	6
"COOPERATIVE"	"EconomicOperands"	6
"FIND"	"EconomicOperands"	6
"DIMINISH"	"EconomicOperands"	6
"CONCLUSIONS"	"EconomicOperands"	6
"EVOLVING"	"EconomicOperands"	6
"DEMONSTRATES"	"EconomicOperands"	6
"LEAVE"	"EconomicOperands"	6
"POSTS"	"EconomicOperands"	6
"SIGNIFICANCE"	"EconomicOperands"	6
"REPAID"	"EconomicOperands"	6
"VALIDATED COMPLAINT"	"EconomicOperands"	6
"EXECUTIVES"	"EconomicOperands"	6
"LOCATION"	"EconomicOperands"	6
"CASE-BY-CASE BASIS"	"EconomicOperands"	6
"CONCURRENT"	"EconomicOperands"	6
"DEBIT CARDS"	"EconomicOperands"	6
"PRICES"	"EconomicOperands"	6
"TIPS"	"EconomicOperands"	6
"ORIGINATE"	"EconomicOperands"	5
"REMOVED"	"EconomicOperands"	5
"TECHNOLOGICAL"	"EconomicOperands"	5
"COMPLAINING"	"EconomicOperands"	5
"CALCULATOR"	"EconomicOperands"	5
"HEDGE FUNDS"	"EconomicOperands"	5
"COMMERCIAL FIRM"	"EconomicOperands"	5
"TARGET"	"EconomicOperands"	5
"EXCHANGED"	"EconomicOperands"	5
"DISTORTION"	"EconomicOperands"	5
"ALLOCATE"	"EconomicOperands"	5
"MODERATE-INCOME"	"EconomicOperands"	5
"DEDUCTION"	"EconomicOperands"	5
"ADVISING"	"EconomicOperands"	5
"BALLOON PAYMENTS"	"EconomicOperands"	5
"ENTITLEMENTS"	"EconomicOperands"	5
"VEHICLE"	"EconomicOperands"	5
"SUPPLEMENT"	"EconomicOperands"	5
"CONSTRUCTION"	"EconomicOperands"	5
"ACCOMPLISH"	"EconomicOperands"	5
"CONTRACTORS"	"EconomicOperands"	5
"ACCURATE TRADE RECONSTRUCTIONS"	"EconomicOperands"	5
"REVOKE"	"EconomicOperands"	5
"SOLVENT"	"EconomicOperands"	5
"SUPPLIED"	"EconomicOperands"	5
"OUTREACH"	"EconomicOperands"	5
"STRUCTURED FINANCE PRODUCT"	"EconomicOperands"	5
"EARNED"	"EconomicOperands"	5
"STOREFRONT"	"EconomicOperands"	5
"IMPROVEMENT"	"EconomicOperands"	5
"AGGREGATED"	"EconomicOperands"	5
"STRESS"	"EconomicOperands"	5
"HVCC"	"EconomicOperands"	5
"CORRESPONDING"	"EconomicOperands"	5
"TEST"	"EconomicOperands"	5
"BUYING"	"EconomicOperands"	5
"STREAMLINED"	"EconomicOperands"	5
"RESUMPTION"	"EconomicOperands"	5
"INJURY"	"EconomicOperands"	5
"RAISING"	"EconomicOperands"	5
"CONSERVATORSHIP"	"EconomicOperands"	5
"SPONSORSHIP"	"EconomicOperands"	5
"COLLECTS"	"EconomicOperands"	5
"PREJUDICE"	"EconomicOperands"	5
"APPOINTING"	"EconomicOperands"	5
"GOVERNORS"	"EconomicOperands"	5
"ORAL ARGUMENT"	"EconomicOperands"	5
"INTERSTATE MERGER TRANSACTION"	"EconomicOperands"	5
"CONTRIBUTING"	"EconomicOperands"	5
"PERSON ASSOCIATED WITH A SECURITY-BASED SWAP DEALER OR MAJOR SECURITY-BASED SWAP PARTICIPANT"	"EconomicOperands"	5
"CIVIL SERVICE"	"EconomicOperands"	5
"FEATURES"	"EconomicOperands"	5
"MODULAR HOME"	"EconomicOperands"	5
"CONTRACTED"	"EconomicOperands"	5
"BODIES"	"EconomicOperands"	5
"CONTINUING"	"EconomicOperands"	5
"INTERACTIVE DATA STANDARD"	"EconomicOperands"	5
"ADMINISTRATIVE EXPENSES OF THE RECEIVER"	"EconomicOperands"	5
"MORAL HAZARD"	"EconomicOperands"	5
"COMPLETES"	"EconomicOperands"	5
"SUPREME COURT"	"EconomicOperands"	5
"CERTIFIED MAIL"	"EconomicOperands"	5
"PERSON REGULATED BY THE COMMISSION"	"EconomicOperands"	5
"BARRIERS"	"EconomicOperands"	5
"READILY SUSCEPTIBLE"	"EconomicOperands"	5
"REVISED"	"EconomicOperands"	5
"ANALYSTS"	"EconomicOperands"	5
"SUGGESTIONS"	"EconomicOperands"	5
"SPECIAL ADVISORY TECHNICAL"	"EconomicOperands"	5
"REHABILITATION"	"EconomicOperands"	5
"VETERANS"	"EconomicOperands"	5
"CONSEQUENCES"	"EconomicOperands"	5
"UTILIZATION"	"EconomicOperands"	5
"DEAL"	"EconomicOperands"	5
"FINANCIAL LITERACY AND EDUCATION COMMISSION"	"EconomicOperands"	5
"ANNUITIES"	"EconomicOperands"	5
"EXAMINER"	"EconomicOperands"	5
"EVALUATING"	"EconomicOperands"	5
"CAPITAL STANDARDS"	"EconomicOperands"	5
"MARK"	"EconomicOperands"	5
"SHORT-TERM"	"EconomicOperands"	5
"CAP"	"EconomicOperands"	5
"EMPOWERED"	"EconomicOperands"	5
"PIT"	"EconomicOperands"	5
"VOID"	"EconomicOperands"	5
"LINE"	"EconomicOperands"	5
"NONPROFIT ORGANIZATION"	"EconomicOperands"	5
"MORTGAGE-RELATED"	"EconomicOperands"	5
"FINANCIAL FIRMS"	"EconomicOperands"	5
"OCCUR"	"EconomicOperands"	5
"CLAUSES"	"EconomicOperands"	5
"FULL-TIME"	"EconomicOperands"	5
"TEND"	"EconomicOperands"	5
"POLICY-DETERMINING"	"EconomicOperands"	5
"STUDENTS"	"EconomicOperands"	5
"NASAA"	"EconomicOperands"	5
"DISCLOSES"	"EconomicOperands"	5
"MINISTRIES"	"EconomicOperands"	5
"HOME OWNERS"	"EconomicOperands"	5
"HOME AFFORDABLE MODIFICATION PROGRAM"	"EconomicOperands"	5
"ASSOCIATED PERSON OF A SWAP DEALER OR MAJOR SWAP PARTICIPANT"	"EconomicOperands"	5
"ASSIGNED TO"	"EconomicOperands"	5
"VARY"	"EconomicOperands"	5
"FALL"	"EconomicOperands"	5
"ELIMINATION"	"EconomicOperands"	5
"MATCHING"	"EconomicOperands"	5
"NONDELEGABLE"	"EconomicOperands"	5
"PROCEED"	"EconomicOperands"	5
"REVERSE"	"EconomicOperands"	5
"EFFECTED"	"EconomicOperands"	5
"EMERGING"	"EconomicOperands"	5
"INCOMPLETE"	"EconomicOperands"	5
"POLICY-MAKING"	"EconomicOperands"	5
"HOUSEHOLDS"	"EconomicOperands"	5
"NORMAL COURSE"	"EconomicOperands"	5
"INDEXED"	"EconomicOperands"	5
"COPYING"	"EconomicOperands"	5
"DETECTING"	"EconomicOperands"	5
"COLLAR"	"EconomicOperands"	5
"LETTER OF CREDIT"	"EconomicOperands"	5
"MEMORANDA"	"EconomicOperands"	5
"WORLD WIDE WEB"	"EconomicOperands"	5
"DISASTER RECOVERY"	"EconomicOperands"	5
"ABIDE"	"EconomicOperands"	5
"FINANCIAL INSTRUMENT"	"EconomicOperands"	5
"LICENSES"	"EconomicOperands"	5
"VISITORIAL"	"EconomicOperands"	5
"ADJUSTABLE RATE"	"EconomicOperands"	5
"NEAREST"	"EconomicOperands"	5
"ADVERSELY"	"EconomicOperands"	5
"SKILL"	"EconomicOperands"	5
"DISCUSSIONS"	"EconomicOperands"	5
"VENTURE CAPITAL FUND"	"EconomicOperands"	5
"BACK-UP"	"EconomicOperands"	5
"STOLEN"	"EconomicOperands"	5
"LEASING"	"EconomicOperands"	5
"INVESTMENT BANK"	"EconomicOperands"	5
"FITNESS"	"EconomicOperands"	5
"REFERRALS"	"EconomicOperands"	5
"PUNISHED"	"EconomicOperands"	5
"CLASSIFICATION"	"EconomicOperands"	5
"AND RISK MANAGEMENT"	"EconomicOperands"	5
"IMPLEMENTATION EXPENSES"	"EconomicOperands"	5
"EXPERT WITNESS"	"EconomicOperands"	5
"COMMITTEE ON AGRICULTURE"	"EconomicOperands"	5
"FLOW"	"EconomicOperands"	5
"WARRANTIES"	"EconomicOperands"	5
"DESIGNEES"	"EconomicOperands"	5
"RESIDENTIAL MORTGAGE"	"EconomicOperands"	5
"PETITIONER"	"EconomicOperands"	5
"PRESERVING"	"EconomicOperands"	5
"SYSTEMIC"	"EconomicOperands"	5
"COLLECTIVE BARGAINING AGREEMENT"	"EconomicOperands"	5
"LOSE"	"EconomicOperands"	5
"OTHER JURISDICTION"	"EconomicOperands"	5
"INTEGRATED"	"EconomicOperands"	5
"PREPARING"	"EconomicOperands"	5
"INSURING"	"EconomicOperands"	5
"AVOID DUPLICATION"	"EconomicOperands"	5
"CREDIT CARDS"	"EconomicOperands"	5
"CIRCUIT"	"EconomicOperands"	5
"RETALIATION"	"EconomicOperands"	5
"CAUSING"	"EconomicOperands"	5
"LESSOR"	"EconomicOperands"	5
"DECLARED"	"EconomicOperands"	5
"CAPABILITIES"	"EconomicOperands"	5
"INCENTIVE-BASED"	"EconomicOperands"	5
"MINES"	"EconomicOperands"	5
"LIQUIDATED"	"EconomicOperands"	5
"CERTIFIES"	"EconomicOperands"	5
"ORIGINATING"	"EconomicOperands"	5
"REPURCHASE AGREEMENTS"	"EconomicOperands"	5
"CREDIT RATING AGENCY"	"EconomicOperands"	5
"PURSUE"	"EconomicOperands"	5
"EXAMINED"	"EconomicOperands"	5
"POLICY-ADVOCATING"	"EconomicOperands"	5
"GENERATED"	"EconomicOperands"	5
"FINANCED"	"EconomicOperands"	5
"MEDICAL"	"EconomicOperands"	5
"FURNISHING"	"EconomicOperands"	5
"FORESEEABLE"	"EconomicOperands"	5
"USER"	"EconomicOperands"	5
"PENSION"	"EconomicOperands"	5
"TRANSFER OF ASSETS"	"EconomicOperands"	5
"INSURE"	"EconomicOperands"	5
"PREFERRED"	"EconomicOperands"	5
"COLLECTIVELY"	"EconomicOperands"	5
"UNDERSERVED"	"EconomicOperands"	5
"ASSOCIATED PERSON OF A SECURITY-BASED SWAP DEALER OR MAJOR SECURITY-BASED SWAP PARTICIPANT"	"EconomicOperands"	5
"ILLIQUID FUND"	"EconomicOperands"	5
"WRITTEN EXPLANATION"	"EconomicOperands"	5
"COURSES"	"EconomicOperands"	5
"EXECUTIVE SCHEDULE"	"EconomicOperands"	5
"CONFIRMED"	"EconomicOperands"	5
"LEVERAGED"	"EconomicOperands"	5
"BANKRUPTCY PROCESS"	"EconomicOperands"	5
"ACCRUALS"	"EconomicOperands"	5
"VARIABLE"	"EconomicOperands"	5
"RETAILERS"	"EconomicOperands"	5
"COMPONENTS"	"EconomicOperands"	5
"NUMBERS"	"EconomicOperands"	5
"PROCEDURAL"	"EconomicOperands"	5
"SIMULTANEOUS"	"EconomicOperands"	5
"DISCRETIONARY"	"EconomicOperands"	5
"WILLFULLY"	"EconomicOperands"	5
"CORPORATE GOVERNANCE"	"EconomicOperands"	5
"REVISION"	"EconomicOperands"	5
"DISRUPTIONS"	"EconomicOperands"	5
"DEBIT"	"EconomicOperands"	5
"ELECTRONIC MAIL"	"EconomicOperands"	5
"ANALYZING"	"EconomicOperands"	5
"INTERFERE"	"EconomicOperands"	5
"BROAD-BASED ELIGIBILITY"	"EconomicOperands"	5
"RECRUITMENT"	"EconomicOperands"	5
"SEPARATED"	"EconomicOperands"	5
"INSTITUTION OF HIGHER EDUCATION"	"EconomicOperands"	5
"CEASE"	"EconomicOperands"	5
"PAPER"	"EconomicOperands"	5
"TAXATION"	"EconomicOperands"	5
"TRADERS"	"EconomicOperands"	5
"INSTITUTION-AFFILIATED"	"EconomicOperands"	5
"OVERSEE"	"EconomicOperands"	5
"SCHEME"	"EconomicOperands"	5
"SPECIFICATIONS"	"EconomicOperands"	5
"SUBPRIME"	"EconomicOperands"	5
"AUDITING"	"EconomicOperands"	5
"VACANCY"	"EconomicOperands"	5
"DEDUCTED"	"EconomicOperands"	5
"CLERK"	"EconomicOperands"	5
"KNOWS"	"EconomicOperands"	5
"DISCUSSION"	"EconomicOperands"	5
"REPOSITORY"	"EconomicOperands"	5
"RECIPIENTS"	"EconomicOperands"	5
"REFORM"	"EconomicOperands"	5
"LINKED"	"EconomicOperands"	5
"DOCUMENTED"	"EconomicOperands"	5
"REMOVAL"	"EconomicOperands"	5
"NETTING"	"EconomicOperands"	5
"APPROPRIATENESS"	"EconomicOperands"	5
"UNDERWRITERS"	"EconomicOperands"	5
"COMPARE"	"EconomicOperands"	5
"ENGLISH"	"EconomicOperands"	5
"READILY"	"EconomicOperands"	4
"HISTORICAL"	"EconomicOperands"	4
"ONLINE"	"EconomicOperands"	4
"RETAINING"	"EconomicOperands"	4
"GATHER"	"EconomicOperands"	4
"SYNDICATE"	"EconomicOperands"	4
"LOW-COST"	"EconomicOperands"	4
"AGING"	"EconomicOperands"	4
"STORED"	"EconomicOperands"	4
"VACATION"	"EconomicOperands"	4
"INFLUENCED"	"EconomicOperands"	4
"APPEARANCES"	"EconomicOperands"	4
"CASUALTY"	"EconomicOperands"	4
"CAPITAL LEVELS"	"EconomicOperands"	4
"INSURABILITY"	"EconomicOperands"	4
"CORPORATIONS"	"EconomicOperands"	4
"BROKER-DEALER"	"EconomicOperands"	4
"DEMONSTRABLE PROGRESS"	"EconomicOperands"	4
"DRC"	"EconomicOperands"	4
"CAUSES"	"EconomicOperands"	4
"GROUND"	"EconomicOperands"	4
"MISLEADING DESIGNATION"	"EconomicOperands"	4
"FAIRNESS"	"EconomicOperands"	4
"STANDARDIZING"	"EconomicOperands"	4
"NPV"	"EconomicOperands"	4
"SESSION"	"EconomicOperands"	4
"SUM"	"EconomicOperands"	4
"FORWARD CONTRACTS"	"EconomicOperands"	4
"LOST"	"EconomicOperands"	4
"EMPOWER"	"EconomicOperands"	4
"EXTERNALLY"	"EconomicOperands"	4
"EXPEDITIOUSLY"	"EconomicOperands"	4
"GENDER"	"EconomicOperands"	4
"GOVERN"	"EconomicOperands"	4
"MARKET DISCIPLINE"	"EconomicOperands"	4
"PERSON REGULATED BY A STATE INSURANCE REGULATOR"	"EconomicOperands"	4
"OFF-BALANCE-SHEET ACTIVITIES"	"EconomicOperands"	4
"DISPUTE RESOLUTION"	"EconomicOperands"	4
"PLACEMENT AGENT"	"EconomicOperands"	4
"BANKERS"	"EconomicOperands"	4
"COUNSELOR"	"EconomicOperands"	4
"RACE"	"EconomicOperands"	4
"RENEW"	"EconomicOperands"	4
