id_question,id_regulation,user,answer,correctanswer,score,id_student,time,sex,ed_level,ed_yr_obtained,ed_area,ed_institution,ex_area,ex_yr,total_score,is_correct
8,15,"S71432",26,20,4,"S71432",00:04:49,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,0
9,8,"S71432",13,13,5,"S71432",00:01:20,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
10,6,"S71432",34,34,6,"S71432",00:02:58,"Male","Master’s Level","2019","Business","Maastricht University","Business","5 months",6,1
2,14,"S71434",14,67,0,"S71434",00:05:4,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
3,20,"S71434",33,37,0,"S71434",00:05:46,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
4,30,"S71434",52,61,0,"S71434",00:02:58,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
5,8,"S71434",13,13,1,"S71434",00:02:30,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
6,35,"S71434",37,37,2,"S71434",00:02:20,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
7,19,"S71434",55,55,3,"S71434",00:02:29,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
8,12,"S71434",13,13,4,"S71434",00:02:9,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
9,18,"S71434",64,64,5,"S71434",00:03:7,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
10,31,"S71434",32,32,6,"S71434",00:01:46,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
2,14,"S71435",67,67,1,"S71435",00:01:25,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
3,17,"S71435",60,60,1,"S71435",00:03:21,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
4,1,"S71435",38,38,2,"S71435",00:02:1,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
5,11,"S71435",12,12,2,"S71435",00:02:17,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
6,37,"S71435",8,8,3,"S71435",00:01:31,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
7,30,"S71435",61,61,4,"S71435",00:00:58,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
8,4,"S71435",55,55,5,"S71435",00:00:46,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
9,26,"S71435",67,67,6,"S71435",00:00:38,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
10,35,"S71435",37,37,7,"S71435",00:01:51,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","",7,1
2,11,"S71452",12,12,1,"S71452",00:00:46,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
3,16,"S71452",10,10,2,"S71452",00:02:1,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
4,31,"S71452",32,32,2,"S71452",00:01:42,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
5,4,"S71452",55,55,2,"S71452",00:00:35,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
6,7,"S71452",26,26,3,"S71452",00:02:6,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
7,5,"S71452",36,36,4,"S71452",00:02:12,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
8,13,"S71452",22,22,5,"S71452",00:01:47,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
9,23,"S71452",47,47,6,"S71452",00:03:8,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
10,35,"S71452",37,37,7,"S71452",00:01:13,"Male","Bachelor’s Level","2019","Business","Maastricht University","Business","0",7,1
2,12,"S71454",16,13,0,"S71454",00:02:57,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,0
3,33,"S71454",37,30,0,"S71454",00:00:55,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,0
4,8,"S71454",13,13,1,"S71454",00:00:49,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
5,27,"S71454",4,4,2,"S71454",00:00:23,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
6,2,"S71454",22,25,2,"S71454",00:00:49,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,0
7,23,"S71454",47,47,3,"S71454",00:00:51,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
8,14,"S71454",67,67,4,"S71454",00:00:21,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
9,21,"S71454",69,69,5,"S71454",00:00:12,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
10,36,"S71454",30,30,6,"S71454",00:00:15,"Female","Bachelor’s Level","2017","Other","Imperial College London","Other","0",6,1
2,30,"S71456",52,61,0,"S71456",00:01:32,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,0
3,14,"S71456",67,67,1,"S71456",00:00:33,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
4,9,"S71456",35,35,2,"S71456",00:00:42,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
5,27,"S71456",4,4,2,"S71456",00:00:15,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
6,23,"S71456",47,47,3,"S71456",00:00:46,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
7,10,"S71456",12,12,3,"S71456",00:00:16,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
8,8,"S71456",13,13,4,"S71456",00:00:32,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,1
9,35,"S71456",41,37,4,"S71456",00:00:52,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,0
10,38,"S71456",71,61,4,"S71456",00:00:26,"Male","Bachelor’s Level","2018","Other","University of Alberta","Business","2",4,0
2,1,"S71457",38,38,1,"S71457",00:01:42,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
3,13,"S71457",24,22,1,"S71457",00:05:22,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,0
4,11,"S71457",12,12,2,"S71457",00:01:47,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
5,33,"S71457",30,30,3,"S71457",00:01:39,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
6,35,"S71457",35,37,3,"S71457",00:01:44,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,0
7,19,"S71457",55,55,4,"S71457",00:03:26,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
8,25,"S71457",37,37,5,"S71457",00:01:27,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
9,6,"S71457",34,34,6,"S71457",00:02:39,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
10,16,"S71457",10,10,7,"S71457",00:02:27,"Male","Bachelor’s Level","2019","Other","Jilin University(China)","Business","",7,1
2,9,"S71466",35,35,1,"S71466",00:02:17,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
3,8,"S71466",13,13,1,"S71466",00:02:15,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
4,34,"S71466",1,1,1,"S71466",00:02:5,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
5,38,"S71466",61,61,2,"S71466",00:00:58,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
6,4,"S71466",55,55,2,"S71466",00:00:32,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
7,24,"S71466",46,46,3,"S71466",00:01:45,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
8,21,"S71466",69,69,3,"S71466",00:00:50,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
9,32,"S71466",21,14,3,"S71466",00:02:14,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,0
10,27,"S71466",4,4,4,"S71466",00:06:46,"Female","Bachelor’s Level","2020","Business","Bocconi University","Business","NA",4,1
2,33,"S71468",42,30,0,"S71468",00:01:30,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,0
3,7,"S71468",28,26,0,"S71468",00:02:37,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,0
4,8,"S71468",13,13,1,"S71468",00:01:12,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
5,4,"S71468",55,55,2,"S71468",00:00:19,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
6,38,"S71468",61,61,3,"S71468",00:00:10,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
7,21,"S71468",69,69,4,"S71468",00:00:30,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
8,22,"S71468",22,22,5,"S71468",00:01:5,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
9,23,"S71468",47,47,6,"S71468",00:00:6,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
10,30,"S71468",61,61,7,"S71468",00:00:7,"Male","Master’s Level","2021","Business","HEC Paris","Business","2",7,1
2,25,"S71473",36,37,0,"S71473",00:03:26,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,0
3,15,"S71473",20,20,1,"S71473",00:09:59,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,1
4,10,"S71473",12,12,1,"S71473",00:00:49,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,1
5,24,"S71473",54,46,0,"S71473",00:03:54,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,0
6,3,"S71473",34,18,0,"S71473",00:02:49,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,0
7,1,"S71473",38,38,1,"S71473",00:01:40,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,1
8,4,"S71473",55,55,1,"S71473",00:00:35,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,1
9,32,"S71473",21,14,1,"S71473",00:01:17,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,0
10,36,"S71473",30,30,2,"S71473",00:00:37,"Female","Master’s Level","2021","Business","HEC Paris","Business","",2,1
2,37,"S71475",18,8,0,"S71475",00:03:51,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,0
3,12,"S71475",13,13,1,"S71475",00:04:53,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
4,8,"S71475",13,13,1,"S71475",00:03:29,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
5,4,"S71475",55,55,1,"S71475",00:01:23,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
6,22,"S71475",22,22,1,"S71475",00:04:52,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
7,3,"S71475",34,18,0,"S71475",00:05:6,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,0
8,26,"S71475",77,67,0,"S71475",00:03:48,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,0
9,5,"S71475",36,36,1,"S71475",00:02:4,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
10,16,"S71475",10,10,1,"S71475",00:03:12,"Female","Master’s Level","2021","Business","HEC Paris","Business","1",1,1
2,23,"S71494",47,47,1,"S71494",00:03:34,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
3,30,"S71494",61,61,2,"S71494",00:03:11,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
4,5,"S71494",36,36,3,"S71494",00:07:53,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
5,24,"S71494",46,46,3,"S71494",00:03:41,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
6,35,"S71494",37,37,4,"S71494",00:04:24,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
7,21,"S71494",69,69,4,"S71494",00:02:22,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
8,17,"S71494",60,60,4,"S71494",00:02:6,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
9,36,"S71494",30,30,5,"S71494",00:00:53,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
10,1,"S71494",38,38,5,"S71494",00:00:34,"Female","Master’s Level","2021","Business","HEC Paris","Business","0",5,1
2,10,"S71498",12,12,1,"S71498",00:02:17,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
3,1,"S71498",38,38,2,"S71498",00:01:33,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
4,29,"S71498",57,57,3,"S71498",00:04:17,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
5,34,"S71498",11,1,3,"S71498",00:01:41,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,0
6,35,"S71498",37,37,4,"S71498",00:03:33,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
7,24,"S71498",46,46,4,"S71498",00:03:52,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
8,33,"S71498",30,30,5,"S71498",00:00:42,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
9,32,"S71498",28,14,4,"S71498",00:07:49,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,0
10,16,"S71498",10,10,5,"S71498",00:02:59,"Male","Master’s Level","2020","Business","HEC","Business","1.5",5,1
2,38,"S71501",61,61,1,"S71501",00:00:48,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,1
3,3,"S71501",5110,18,1,"S71501",00:11:26,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,0
4,19,"S71501",55,55,2,"S71501",00:02:3,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,1
5,14,"S71501",67,67,3,"S71501",00:00:26,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,1
6,4,"S71501",55,55,4,"S71501",00:00:34,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,1
7,20,"S71501",38,37,4,"S71501",00:01:29,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,0
8,11,"S71501",13,12,4,"S71501",00:00:39,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,0
9,9,"S71501",53,35,4,"S71501",00:02:39,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,0
10,33,"S71501",50,30,4,"S71501",00:01:19,"Female","Master’s Level","","Business","HEC Paris","Business","1",4,0
2,32,"S71515",21,14,0,"S71515",00:04:51,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,0
3,17,"S71515",60,60,1,"S71515",00:02:32,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
4,34,"S71515",1,1,1,"S71515",00:08:28,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
5,15,"S71515",22,20,1,"S71515",00:04:37,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,0
6,28,"S71515",38,38,2,"S71515",00:03:18,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
7,37,"S71515",8,8,2,"S71515",00:01:52,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
8,38,"S71515",61,61,2,"S71515",00:01:13,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
9,13,"S71515",22,22,2,"S71515",00:02:41,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
10,29,"S71515",57,57,3,"S71515",00:01:14,"Female","Master’s Level","2022","Business","HEC Paris","Technology","2",3,1
2,1,"S71518",38,38,1,"S71518",00:00:58,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
3,19,"S71518",55,55,2,"S71518",00:04:7,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
4,13,"S71518",24,22,2,"S71518",00:01:40,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
5,5,"S71518",30,36,2,"S71518",00:02:42,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
6,29,"S71518",57,57,3,"S71518",00:02:0,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
7,28,"S71518",38.4,38,3,"S71518",00:01:16,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,0
8,11,"S71518",12,12,4,"S71518",00:02:12,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
9,34,"S71518",1,1,5,"S71518",00:01:50,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
10,36,"S71518",30,30,6,"S71518",00:00:35,"Male","Master’s Level","2021","Business","HEC Paris","Business","1",6,1
2,4,"S71521",55,55,1,"S71521",00:03:26,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
3,18,"S71521",54,64,1,"S71521",00:03:48,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,0
4,38,"S71521",61,61,2,"S71521",00:00:34,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
5,11,"S71521",12,12,3,"S71521",00:06:3,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
6,21,"S71521",69,69,4,"S71521",00:00:44,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
7,14,"S71521",67,67,5,"S71521",00:00:33,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
8,9,"S71521",35,35,6,"S71521",00:01:41,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
9,8,"S71521",13,13,7,"S71521",00:02:47,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
10,37,"S71521",8,8,8,"S71521",00:01:36,"Male","Bachelor’s Level","2016","Other","American University","Business","3",8,1
2,7,"S71527",26,26,1,"S71527",00:05:39,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
3,28,"S71527",38,38,2,"S71527",00:03:10,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
4,13,"S71527",24,22,2,"S71527",00:03:53,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,0
5,10,"S71527",12,12,3,"S71527",00:01:12,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
6,2,"S71527",28,25,3,"S71527",00:02:11,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,0
7,37,"S71527",8,8,4,"S71527",00:02:13,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
8,35,"S71527",37,37,5,"S71527",00:02:14,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
9,9,"S71527",35,35,6,"S71527",00:01:29,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
10,33,"S71527",30,30,7,"S71527",00:01:53,"Female","Bachelor’s Level","2019","Business","UFF Universidade Federal Fluminense","Business","1",7,1
2,3,"S72442",30,18,0,"S72442",00:05:36,"Female","Master’s Level","","Business","","Business","",5,0
3,2,"S72442",24,25,0,"S72442",00:04:8,"Female","Master’s Level","","Business","","Business","",5,0
4,1,"S72442",42,38,0,"S72442",00:02:34,"Female","Master’s Level","","Business","","Business","",5,0
5,38,"S72442",61,61,1,"S72442",00:00:54,"Female","Master’s Level","","Business","","Business","",5,1
6,9,"S72442",35,35,2,"S72442",00:02:22,"Female","Master’s Level","","Business","","Business","",5,1
7,15,"S72442",29,20,2,"S72442",00:01:47,"Female","Master’s Level","","Business","","Business","",5,0
8,19,"S72442",55,55,3,"S72442",00:01:53,"Female","Master’s Level","","Business","","Business","",5,1
9,11,"S72442",12,12,4,"S72442",00:02:38,"Female","Master’s Level","","Business","","Business","",5,1
10,32,"S72442",14,14,5,"S72442",00:01:6,"Female","Master’s Level","","Business","","Business","",5,1
2,29,"no",57,57,1,"no",00:03:50,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
3,10,"no",12,12,2,"no",00:00:46,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
4,5,"no",36,36,3,"no",00:03:31,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
5,15,"no",20,20,4,"no",00:03:9,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
6,32,"no",14,14,5,"no",00:01:55,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
7,18,"no",64,64,6,"no",00:01:35,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
8,33,"no",30,30,7,"no",00:01:25,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
9,19,"no",55,55,8,"no",00:01:43,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
10,28,"no",38,38,9,"no",00:01:51,"Male","Master’s Level","2022","Business","HEC Paris","Business","",9,1
2,37,"riwa.kanaan@hec.edu",8,8,1,"riwa.kanaan@hec.edu",00:00:7,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,1
2,31,"riwa.kanaan@hec.edu",61,32,0,"riwa.kanaan@hec.edu",00:02:3,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
2,37,"riwa.kanaan@hec.edu",8,8,1,"riwa.kanaan@hec.edu",00:01:2,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,1
3,9,"riwa.kanaan@hec.edu",26,35,0,"riwa.kanaan@hec.edu",00:02:53,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
4,22,"riwa.kanaan@hec.edu",53,22,0,"riwa.kanaan@hec.edu",00:02:58,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
5,32,"riwa.kanaan@hec.edu",14,14,1,"riwa.kanaan@hec.edu",00:01:31,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,1
6,7,"riwa.kanaan@hec.edu",42,26,1,"riwa.kanaan@hec.edu",00:02:10,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
7,6,"riwa.kanaan@hec.edu",30,34,1,"riwa.kanaan@hec.edu",00:02:47,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
8,33,"riwa.kanaan@hec.edu",44,30,1,"riwa.kanaan@hec.edu",00:02:32,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
9,27,"riwa.kanaan@hec.edu",24,4,1,"riwa.kanaan@hec.edu",00:01:35,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,0
10,30,"riwa.kanaan@hec.edu",61,61,2,"riwa.kanaan@hec.edu",00:02:3,"Female","Master’s Level","2021","Business","HEC Paris","Business","3",2,1
