per diem,EconomicOperands
basis,Other
holdings,EconomicOperands
affecting prudential,EconomicOperands
holding companies,EconomicOperands
been,FunctionWords
mutual holding companies,EconomicOperands
commission,EconomicOperands
mitigation,EconomicOperands
detrimental,EconomicOperands
basic,EconomicOperands
expected,EconomicOperands
entered,EconomicOperands
succession planning,EconomicOperands
market share,EconomicOperands
duties,EconomicOperands
volume,EconomicOperands
website,EconomicOperands
obtained,EconomicOperands
life,EconomicOperands
30-day,Attributes
dismiss,EconomicOperands
personally,EconomicOperands
deliberations,EconomicOperands
commerce,EconomicOperands
exception,RegulatoryOperators
seniority status,EconomicOperands
publicly,EconomicOperands
affirm,EconomicOperands
nonwithdrawable,EconomicOperands
balances maintained,EconomicOperands
employ,EconomicOperands
moratorium,Other
applies,FunctionWords
aid,EconomicOperands
balance,EconomicOperands
procedure,EconomicOperands
changed,EconomicOperands
capital purchase program,EconomicOperands
experts,EconomicOperands
reports,EconomicOperands
comparative,EconomicOperands
moderate-income,EconomicOperands
1-year,Attributes
trustee,EconomicOperands
listed in,Other
containing,EconomicOperands
4-year,Attributes
perform,EconomicOperands
make,FunctionWords
clearly,EconomicOperands
supplements,EconomicOperands
potentially,Other
damages,EconomicOperands
evaluate,RegulatoryOperators
block trades),EconomicOperands
bid,EconomicOperands
entitled,EconomicOperands
independent,EconomicOperands
counterparty,EconomicOperands
governors,EconomicOperands
section 10(c)(9)(d),LegalReferences
numerical,EconomicOperands
workforce,EconomicOperands
action,EconomicOperands
court of appeals,EconomicOperands
subgroups,EconomicOperands
pari-mutuel,EconomicOperands
prescribed,RegulatoryOperators
kept,EconomicOperands
whereby,FunctionWords
not-for-profit,EconomicOperands
immaterial,EconomicOperands
unconditionally,LogicalConnectors
rescinded,EconomicOperands
"august 3, 1994",Attributes
written representations,EconomicOperands
academic,EconomicOperands
materials,EconomicOperands
subpoena,EconomicOperands
quantitative,EconomicOperands
the,FunctionWords
investments,EconomicOperands
consultant retained,EconomicOperands
stringent,Attributes
proposed,EconomicOperands
sentence,Other
raise novel,EconomicOperands
proposes,EconomicOperands
identify,EconomicOperands
facts,EconomicOperands
electronically,EconomicOperands
previous,FunctionWords
adding,Other
enters,EconomicOperands
workplace flexibility,EconomicOperands
assassination,EconomicOperands
had,FunctionWords
rescission,EconomicOperands
spread,EconomicOperands
advanced,EconomicOperands
technological,EconomicOperands
has,FunctionWords
grandfathering,FunctionWords
designate,EconomicOperands
applicable to,FunctionWords
municipal,EconomicOperands
inconsistent with,LogicalConnectors
low-income,EconomicOperands
breaks,EconomicOperands
posed,EconomicOperands
possible,Attributes
with relation to,FunctionWords
telework,EconomicOperands
supervisory,EconomicOperands
imposed,EconomicOperands
riskiness,EconomicOperands
occurring,EconomicOperands
county,EconomicOperands
committee on financial services,EconomicOperands
performing,EconomicOperands
subclause (a)(ii),LegalReferences
comparability,EconomicOperands
securities,EconomicOperands
steps,EconomicOperands
officer,EconomicOperands
majority vote,EconomicOperands
arbitrary,EconomicOperands
in excess of,LogicalConnectors
consider waived,EconomicOperands
right,EconomicOperands
deal,EconomicOperands
rehabilitation expenditures,EconomicOperands
reviewable,EconomicOperands
consultants,EconomicOperands
nonmember,EconomicOperands
election,EconomicOperands
17 c.f.r. parts 275.2042,LegalReferences
fiduciary,EconomicOperands
indirect,EconomicOperands
30 legislative days,Attributes
reinsures,EconomicOperands
short-term,EconomicOperands
denies,EconomicOperands
specific,FunctionWords
participations,EconomicOperands
10 years,Attributes
for,FunctionWords
notification,EconomicOperands
investigations,EconomicOperands
electronic trading platforms,EconomicOperands
comments,EconomicOperands
as opposed to,LogicalConnectors
trustees,EconomicOperands
allocate,EconomicOperands
investment activities,EconomicOperands
functionally,EconomicOperands
section 3c,LegalReferences
participation,EconomicOperands
core,EconomicOperands
knew,EconomicOperands
meanings,Other
judicial district,EconomicOperands
marketing,EconomicOperands
pose,EconomicOperands
confer,EconomicOperands
for any reason,LogicalConnectors
brokerage,EconomicOperands
post,EconomicOperands
manufacturing,EconomicOperands
permitted,RegulatoryOperators
codified,EconomicOperands
chapter,Other
citizens,EconomicOperands
misleading,EconomicOperands
ensure,RegulatoryOperators
accurate trade reconstructions,EconomicOperands
efforts,EconomicOperands
considerations,EconomicOperands
discharging,EconomicOperands
respondent,EconomicOperands
civil,EconomicOperands
believes affects,EconomicOperands
intellectual,EconomicOperands
balances,EconomicOperands
accommodate,EconomicOperands
thrift depositor protection oversight board of the resolution trust corporation,EconomicOperands
furnishing,EconomicOperands
balanced,EconomicOperands
priority status,EconomicOperands
antimanipulation,EconomicOperands
defendants,EconomicOperands
existed,EconomicOperands
rely,EconomicOperands
preemption,EconomicOperands
federal insurance office act of 2010,LegalReferences
support,EconomicOperands
initial,EconomicOperands
legislation,EconomicOperands
class,EconomicOperands
authorized,RegulatoryOperators
was,FunctionWords
war,EconomicOperands
head,EconomicOperands
therefrom,FunctionWords
offering,EconomicOperands
offer,EconomicOperands
forming,EconomicOperands
becoming,Other
differences,EconomicOperands
actively traded,EconomicOperands
ceded,EconomicOperands
clause heading,Other
timing,EconomicOperands
understandable,EconomicOperands
syndicate,EconomicOperands
sustained,EconomicOperands
safeguard,EconomicOperands
attesting,EconomicOperands
counsel,EconomicOperands
responding,EconomicOperands
market-making-related,EconomicOperands
bids,EconomicOperands
maximum,Attributes
12 u.s.c. 1841(c)(2)(f)(v),LegalReferences
streamlined,EconomicOperands
back-up,EconomicOperands
part-time work,EconomicOperands
informational partitions,EconomicOperands
submitting,EconomicOperands
unusually,EconomicOperands
firewalls,EconomicOperands
rulemakings,Other
indemnification agreement,EconomicOperands
originating,EconomicOperands
fulfills,EconomicOperands
strengthening,EconomicOperands
semicolon,Other
disclosing,EconomicOperands
exist,EconomicOperands
accounting,EconomicOperands
negotiations,EconomicOperands
physical,EconomicOperands
"1,000",Attributes
discriminate,EconomicOperands
floor,EconomicOperands
agreeing,EconomicOperands
imparting,EconomicOperands
setting,EconomicOperands
"committees on agriculture, nutrition, and forestry",EconomicOperands
holding,EconomicOperands
papers,EconomicOperands
test,EconomicOperands
permitting,RegulatoryOperators
trade matching,EconomicOperands
liquidate,EconomicOperands
preceding,FunctionWords
update,EconomicOperands
(12 u.s.c. 1817(j)),LegalReferences
concurrent,EconomicOperands
intent,EconomicOperands
authorities,EconomicOperands
proceeding,EconomicOperands
270 days,Attributes
disaster recovery,EconomicOperands
reorganization,EconomicOperands
longer,LogicalConnectors
public law 102550; 106 stat. 3798,LegalReferences
good faith,EconomicOperands
assume,EconomicOperands
annuity,EconomicOperands
placement agent,EconomicOperands
daily,Attributes
withhold,EconomicOperands
premiums,EconomicOperands
investigative,EconomicOperands
time,EconomicOperands
adverse circumstances,EconomicOperands
breadth,EconomicOperands
managed,EconomicOperands
relieve,EconomicOperands
focus,EconomicOperands
leads,EconomicOperands
supplement,EconomicOperands
on the grounds that,LogicalConnectors
global rulemaking timeframe,EconomicOperands
to the fullest extent possible,Attributes
displaying,EconomicOperands
2 months,Attributes
conditionally,LogicalConnectors
clarification,EconomicOperands
"september 30, 2011",Attributes
certification,EconomicOperands
freedom of information act,LegalReferences
nonvoting member,EconomicOperands
hereof,FunctionWords
promoting,EconomicOperands
determinations,Other
employment structures,EconomicOperands
untrue statement,EconomicOperands
"september 30, 2012",Attributes
oversight,EconomicOperands
advises,EconomicOperands
adviser,EconomicOperands
findings conclusions,EconomicOperands
act (12 u.s.c. 1467a(b)(2),LegalReferences
terrorism insurance program,EconomicOperands
terminate,EconomicOperands
furnish copies,EconomicOperands
liability,EconomicOperands
price movements,EconomicOperands
advised,EconomicOperands
section 10(e)(2),LegalReferences
fullest,EconomicOperands
in the future,Attributes
proposed determination,EconomicOperands
18-month,Attributes
level,EconomicOperands
did,FunctionWords
proposals,EconomicOperands
"external audit findings, self-reported errors",EconomicOperands
item,Other
settle,EconomicOperands
proximately caused,EconomicOperands
depository,EconomicOperands
jurisdictional,EconomicOperands
prevent,RegulatoryOperators
tracking uncleared,EconomicOperands
occurrence,EconomicOperands
findings,EconomicOperands
dealing,EconomicOperands
nondepository,EconomicOperands
measurable,EconomicOperands
sign,EconomicOperands
threshold,EconomicOperands
antievasion,EconomicOperands
substitute,EconomicOperands
educate,EconomicOperands
appear,EconomicOperands
"december 1, 2009",Attributes
assistance,EconomicOperands
foregoing,EconomicOperands
shares,EconomicOperands
uniform,EconomicOperands
current,FunctionWords
virgin islands,EconomicOperands
90-day,Attributes
shared,EconomicOperands
appeal,EconomicOperands
savings and loan holding company,EconomicOperands
filled,EconomicOperands
satisfy,EconomicOperands
supporting,EconomicOperands
sold short,EconomicOperands
processing,EconomicOperands
transportation,EconomicOperands
section 10(b),LegalReferences
force majeure,EconomicOperands
clerk,EconomicOperands
contemplate,EconomicOperands
address,EconomicOperands
deceit,EconomicOperands
monies,EconomicOperands
appears,Other
change,EconomicOperands
look backs,EconomicOperands
diverse backgrounds,EconomicOperands
exemption,RegulatoryOperators
redemption,EconomicOperands
expressly,Other
funded,EconomicOperands
petitioner,EconomicOperands
thereunder,FunctionWords
trial,EconomicOperands
simultaneous,EconomicOperands
emergency homeowners' relief act,LegalReferences
therein,Other
legal certainty,EconomicOperands
12-month,Attributes
purchaser,EconomicOperands
useful,EconomicOperands
confidentiality,EconomicOperands
inducing,EconomicOperands
marked,EconomicOperands
modifying,EconomicOperands
nondelegable,EconomicOperands
farm credit administration,EconomicOperands
accredited college,EconomicOperands
1st,Attributes
operational,EconomicOperands
associated with,FunctionWords
executing trades,EconomicOperands
working,EconomicOperands
12 u.s.c. 1461 et seq,LegalReferences
rims fellow,EconomicOperands
unregulated combination,EconomicOperands
properties,EconomicOperands
territories,EconomicOperands
fully guaranteed,EconomicOperands
handler,EconomicOperands
criteria,EconomicOperands
cited,Other
separately accounted,EconomicOperands
commissioner,EconomicOperands
sharing,EconomicOperands
enhance accessibility,EconomicOperands
instrument sold,EconomicOperands
financial condition,EconomicOperands
acceptable,Attributes
approving,RegulatoryOperators
employee,EconomicOperands
cases,FunctionWords
effort,EconomicOperands
mid-sized,EconomicOperands
avoiding,EconomicOperands
originally,Other
cap,EconomicOperands
modified,FunctionWords
believes,EconomicOperands
reviews,EconomicOperands
incidents,EconomicOperands
believed,EconomicOperands
making,FunctionWords
dispute,EconomicOperands
nearest,EconomicOperands
months,EconomicOperands
of any kind,LogicalConnectors
subsidies,EconomicOperands
posing,EconomicOperands
performed,EconomicOperands
council,EconomicOperands
exclude,EconomicOperands
offense,EconomicOperands
enter into force,EconomicOperands
restitution,EconomicOperands
office of thrift supervision,EconomicOperands
preempted,EconomicOperands
standardized algorithmic,EconomicOperands
care insurance,EconomicOperands
secured,EconomicOperands
means,Other
premium taxes,EconomicOperands
institutional safeguards,EconomicOperands
producer database,EconomicOperands
"october 2, 1999",Attributes
allowable,RegulatoryOperators
subsidiaries,EconomicOperands
parameter,EconomicOperands
economy,EconomicOperands
staying,EconomicOperands
"$20,000,000",Attributes
impartial,EconomicOperands
spot,EconomicOperands
membership,EconomicOperands
produce,EconomicOperands
designee,EconomicOperands
designed,EconomicOperands
national alliance for insurance education & research,EconomicOperands
date,EconomicOperands
data,EconomicOperands
stress,EconomicOperands
in light of,FunctionWords
natural,EconomicOperands
commodity,EconomicOperands
applicant,EconomicOperands
borrowing,EconomicOperands
complaining,EconomicOperands
taking,EconomicOperands
invests,EconomicOperands
2 years,Attributes
typical,EconomicOperands
exclusive,EconomicOperands
serving,EconomicOperands
shield,EconomicOperands
furnished,EconomicOperands
thresholds,EconomicOperands
regional transmission organization,EconomicOperands
unacceptable,Attributes
years,EconomicOperands
course,EconomicOperands
cross-currency,EconomicOperands
statistical,EconomicOperands
statements,EconomicOperands
alleges discharge,EconomicOperands
accepted,EconomicOperands
group,EconomicOperands
monitor,EconomicOperands
hearing examining,EconomicOperands
how,FunctionWords
decreases,EconomicOperands
forms,EconomicOperands
platform,EconomicOperands
offers,EconomicOperands
constitutes,EconomicOperands
listing,EconomicOperands
mail,EconomicOperands
main,EconomicOperands
undermines,EconomicOperands
petition,EconomicOperands
fellowship program,EconomicOperands
electronically capture,EconomicOperands
conveying,EconomicOperands
non,LogicalConnectors
limited to,LogicalConnectors
qualifies,EconomicOperands
"$140,000",Attributes
recipients,EconomicOperands
views,EconomicOperands
executory,EconomicOperands
bound,EconomicOperands
warranted,EconomicOperands
qualified,EconomicOperands
compelled,EconomicOperands
not,LogicalConnectors
spend,EconomicOperands
discuss,EconomicOperands
expedite,EconomicOperands
enacted,EconomicOperands
administer,EconomicOperands
term,Other
attorneys,EconomicOperands
name,EconomicOperands
defining technical,EconomicOperands
corners,EconomicOperands
responsible for,EconomicOperands
12 u.s.c. 1463 note,LegalReferences
repositories,EconomicOperands
promulgate,EconomicOperands
establishing,EconomicOperands
receivership,EconomicOperands
beneficial owner,EconomicOperands
individually,EconomicOperands
significantly,Attributes
de novo,FunctionWords
receipt,EconomicOperands
consumer price index for all urban consumers,EconomicOperands
self-reported errors,EconomicOperands
not later than,LogicalConnectors
dissenting,EconomicOperands
sponsor,EconomicOperands
entering,EconomicOperands
year,EconomicOperands
assumption,EconomicOperands
reorganized,EconomicOperands
adequately,Attributes
accomplish,EconomicOperands
factors,EconomicOperands
profit,EconomicOperands
(12 u.s.c. 371c),LegalReferences
operates,EconomicOperands
abide,EconomicOperands
flexible work,EconomicOperands
contained,EconomicOperands
investigation,EconomicOperands
computer hardware,EconomicOperands
receiving,EconomicOperands
assurance,EconomicOperands
predominant line,EconomicOperands
"$25,000,000",Attributes
officer performing,EconomicOperands
governing,EconomicOperands
due regard,EconomicOperands
recordings,EconomicOperands
expert witness,EconomicOperands
repayable,EconomicOperands
care,EconomicOperands
advance,EconomicOperands
training,EconomicOperands
flexible work schedules,EconomicOperands
impose,RegulatoryOperators
motion,EconomicOperands
initiate,EconomicOperands
section 2(a)(5)(f),LegalReferences
act (12 u.s.c. 1467a(c)(2)),LegalReferences
frequent,EconomicOperands
first,Attributes
suspend,EconomicOperands
striking,Other
statutes governing,EconomicOperands
clause,LegalReferences
municipality,EconomicOperands
administrative,EconomicOperands
temporarily,Attributes
commissioners,EconomicOperands
intrastate,EconomicOperands
suspended,EconomicOperands
tax-qualified,EconomicOperands
vote,EconomicOperands
demote,EconomicOperands
disputes arising,EconomicOperands
appealed,EconomicOperands
city,EconomicOperands
section 18(c)(5),LegalReferences
necessarily,EconomicOperands
officials,EconomicOperands
district,EconomicOperands
participates,EconomicOperands
households,EconomicOperands
physically,EconomicOperands
2,Attributes
legally,EconomicOperands
participated,EconomicOperands
"january 1, 2013",Attributes
gives,FunctionWords
30 percent,Attributes
acquisitions,EconomicOperands
potential consequences,EconomicOperands
15 u.s.c. 80b1 et seq,LegalReferences
"$100,000",Attributes
risk-mitigating,EconomicOperands
depository institutions,EconomicOperands
accurately,Attributes
nonoccurrence,EconomicOperands
relative position,EconomicOperands
eliminated,FunctionWords
copy,EconomicOperands
representing,EconomicOperands
specify,EconomicOperands
population,EconomicOperands
wide,EconomicOperands
illegality,EconomicOperands
internal revenue code of 1986,EconomicOperands
executive officer,EconomicOperands
require,RegulatoryOperators
transferred,EconomicOperands
childcare assistance,EconomicOperands
public law 101647; 104 stat. 4890,LegalReferences
protected,EconomicOperands
were,FunctionWords
damages proximately caused,EconomicOperands
oath,EconomicOperands
gathering,EconomicOperands
register,EconomicOperands
remained,EconomicOperands
career reserved,EconomicOperands
locations,EconomicOperands
subsection (c)(9)(c),LegalReferences
recover,EconomicOperands
short sale,EconomicOperands
nondefaulting,EconomicOperands
conversion,EconomicOperands
committee on agriculture,EconomicOperands
efficient,EconomicOperands
note,EconomicOperands
intends,EconomicOperands
potential,EconomicOperands
take,FunctionWords
personalized,EconomicOperands
financially settle,EconomicOperands
registered,EconomicOperands
begin,EconomicOperands
multiple,EconomicOperands
earlier of,LogicalConnectors
normal,EconomicOperands
price,EconomicOperands
incidence,EconomicOperands
insureds taxable premium,EconomicOperands
paid,EconomicOperands
detect,EconomicOperands
comment rulemaking,EconomicOperands
undertakings,EconomicOperands
cleared,EconomicOperands
precludes,EconomicOperands
considered,EconomicOperands
adopt,EconomicOperands
predominantly engaged,EconomicOperands
systemically,EconomicOperands
federal,EconomicOperands
sunset,Other
civil money penalty,EconomicOperands
duplication,EconomicOperands
typically,FunctionWords
filing,Other
quantity,EconomicOperands
subject to,LogicalConnectors
surplus,EconomicOperands
360 days,Attributes
show,EconomicOperands
filed,EconomicOperands
side letters,EconomicOperands
inconsistent,EconomicOperands
federal insurance office,EconomicOperands
enterprise operated,EconomicOperands
ground,EconomicOperands
in the context of,FunctionWords
removed,EconomicOperands
agreements,EconomicOperands
title,Other
standard-setting,EconomicOperands
soliciting,EconomicOperands
only,LogicalConnectors
treasury,EconomicOperands
rule of construction,Other
unsatisfied portion,EconomicOperands
congressional,EconomicOperands
october 30,Attributes
7 u.s.c. 1a et seq,LegalReferences
12 u.s.c. 1467a note,LegalReferences
designated,RegulatoryOperators
greater than,LogicalConnectors
commonly known,FunctionWords
cannot,RegulatoryOperators
28 u.s.c. 509 note,LegalReferences
hedge,EconomicOperands
distortion,EconomicOperands
reveal,EconomicOperands
confirmation,EconomicOperands
resource,EconomicOperands
scheduled maturity,EconomicOperands
neighborhood reinvestment corporation act,LegalReferences
yield,EconomicOperands
summary,EconomicOperands
fulfilling,EconomicOperands
liable,EconomicOperands
5 years,Attributes
declared,EconomicOperands
section 44(b)(4)(b),LegalReferences
imposing,EconomicOperands
"january 1, 2010",Attributes
violated,EconomicOperands
"january 1, 2015",Attributes
capitalized,EconomicOperands
elected,EconomicOperands
undesignated,Other
reevaluation,EconomicOperands
eliminating,EconomicOperands
global risk management institute,EconomicOperands
violates,EconomicOperands
concern,EconomicOperands
fails,EconomicOperands
budgeted expenditures,EconomicOperands
voluntary,EconomicOperands
mortgage,EconomicOperands
ways,EconomicOperands
subsequent,FunctionWords
review,EconomicOperands
representatives,EconomicOperands
sponsorship,EconomicOperands
enumerated,EconomicOperands
affecting,EconomicOperands
policyholder,EconomicOperands
electronic trading,EconomicOperands
notice,EconomicOperands
parent,EconomicOperands
approvals,RegulatoryOperators
employer,EconomicOperands
17 c.f.r. 275.206(4)2(b)(6),LegalReferences
tuition program,EconomicOperands
awards,EconomicOperands
concentrated,EconomicOperands
acquiring,EconomicOperands
taxpayer,EconomicOperands
resides,EconomicOperands
avoid,EconomicOperands
residence,EconomicOperands
trader,EconomicOperands
trades,EconomicOperands
self-interest,EconomicOperands
dedicate,EconomicOperands
designees,EconomicOperands
deduction,EconomicOperands
12 u.s.c. 1757(8),LegalReferences
concentrate,EconomicOperands
workplace,EconomicOperands
expended,EconomicOperands
designations,EconomicOperands
holders,EconomicOperands
traded,EconomicOperands
rehabilitated,EconomicOperands
risk-related factors,EconomicOperands
duty,EconomicOperands
section 10(c)(9)(c),LegalReferences
mails,EconomicOperands
exchange ratio,EconomicOperands
effective,RegulatoryOperators
period,EconomicOperands
satisfaction,EconomicOperands
9 months,Attributes
board of trade,EconomicOperands
uncleared,EconomicOperands
cancel,EconomicOperands
associated,EconomicOperands
endeavor,EconomicOperands
calendar year,EconomicOperands
two-year,Attributes
considers,EconomicOperands
custody,EconomicOperands
unusual,Attributes
section 2(a)(5)(e),LegalReferences
education initiatives,EconomicOperands
informed,EconomicOperands
territorial,EconomicOperands
mark,EconomicOperands
production,EconomicOperands
punished,EconomicOperands
judicial review,EconomicOperands
500,Attributes
disclosed,EconomicOperands
direction,EconomicOperands
enable,EconomicOperands
subjecting,RegulatoryOperators
anticipates providing,EconomicOperands
declaration,EconomicOperands
instant,EconomicOperands
consist of,EconomicOperands
sound,EconomicOperands
contumacy,EconomicOperands
predominately,Attributes
developing,EconomicOperands
amend,EconomicOperands
consultant,EconomicOperands
cash,EconomicOperands
squeezes,EconomicOperands
cast,EconomicOperands
10 days,Attributes
ongoing,EconomicOperands
2-year,Attributes
expertise,EconomicOperands
interconnected,EconomicOperands
technical,EconomicOperands
department of justice,EconomicOperands
engaged,EconomicOperands
telephone,EconomicOperands
14 days,Attributes
bias,EconomicOperands
advanced training,EconomicOperands
settlement supervision,EconomicOperands
section 5(c)(2),LegalReferences
different,FunctionWords
develop,EconomicOperands
indebtedness,EconomicOperands
pay,EconomicOperands
expired,EconomicOperands
same,FunctionWords
surveillance,EconomicOperands
inquiry,EconomicOperands
deference,Other
document,EconomicOperands
relied upon,Other
intermediary,EconomicOperands
status,EconomicOperands
extended,EconomicOperands
assist,EconomicOperands
set forth,RegulatoryOperators
statutory,EconomicOperands
solicitation,EconomicOperands
validate,EconomicOperands
relies,EconomicOperands
trading conventions,EconomicOperands
mortgagee,EconomicOperands
intermittent,EconomicOperands
minimize,EconomicOperands
mistakenly transmitting,EconomicOperands
8 months,Attributes
amounts,EconomicOperands
relief,EconomicOperands
components,EconomicOperands
coordinate,EconomicOperands
termination,EconomicOperands
model,EconomicOperands
primary residence,EconomicOperands
bodies,EconomicOperands
scholarship,EconomicOperands
being,FunctionWords
money,EconomicOperands
guided,EconomicOperands
unconstitutional,Attributes
self-funded,EconomicOperands
safeguards,EconomicOperands
anticipates,EconomicOperands
redesignating,Other
cease,EconomicOperands
anti-evasion,Other
differentiation,EconomicOperands
award program,EconomicOperands
in the case,LogicalConnectors
withhold votes entitled,EconomicOperands
securities and exchange act of 1934,LegalReferences
presumption,EconomicOperands
mutual holding company,EconomicOperands
application,EconomicOperands
except,LogicalConnectors
confirmed,EconomicOperands
instrument,EconomicOperands
"commonwealth of the northern mariana islands, american samoa, guam",EconomicOperands
treatment,EconomicOperands
disputing,EconomicOperands
disrupt,EconomicOperands
scheduled,EconomicOperands
aspects,EconomicOperands
read,Other
income,EconomicOperands
sums,EconomicOperands
inflation,EconomicOperands
back office,EconomicOperands
using,EconomicOperands
execution,EconomicOperands
threaten,EconomicOperands
receive dividends,EconomicOperands
meaning,Other
heightened,EconomicOperands
identifying,EconomicOperands
lawfully accruing,EconomicOperands
collective,EconomicOperands
maintained,EconomicOperands
serves,EconomicOperands
annually,Attributes
waiving,RegulatoryOperators
served,EconomicOperands
dilution,EconomicOperands
reduced,EconomicOperands
specifies,EconomicOperands
venture capital,EconomicOperands
demonstrates intentional,EconomicOperands
exposed,EconomicOperands
political subdivision,EconomicOperands
policyholders,EconomicOperands
specified,RegulatoryOperators
duration,EconomicOperands
"financial institutions reform, recovery, and enforcement act of 1989",LegalReferences
organizing,EconomicOperands
matching,EconomicOperands
provided,LogicalConnectors
confirm,EconomicOperands
ability,EconomicOperands
recorded,EconomicOperands
reverse repurchase agreements,EconomicOperands
legal,EconomicOperands
disciplinary,EconomicOperands
critical,EconomicOperands
provides,EconomicOperands
interagency working,EconomicOperands
affiliate,EconomicOperands
staffs,EconomicOperands
contingent,EconomicOperands
retains,EconomicOperands
equivalent,Attributes
communicate,EconomicOperands
utilities,EconomicOperands
supporting materials relied upon,EconomicOperands
leadership,EconomicOperands
inherent,EconomicOperands
refers,EconomicOperands
manufactures,EconomicOperands
section 2(c)(2)(h),LegalReferences
comparison,EconomicOperands
conducting,EconomicOperands
industry,EconomicOperands
industry input,EconomicOperands
generated,EconomicOperands
executive schedule,EconomicOperands
practical,EconomicOperands
dually,EconomicOperands
supervised,EconomicOperands
practicable,EconomicOperands
testimony,EconomicOperands
mixed,EconomicOperands
invested,EconomicOperands
instrumentality,EconomicOperands
backup,EconomicOperands
or,LogicalConnectors
consolidated tape,EconomicOperands
referenced,Other
commingled,EconomicOperands
investigative proceedings,EconomicOperands
prohibit,RegulatoryOperators
communication,EconomicOperands
spreading,EconomicOperands
skilled,EconomicOperands
due diligence,EconomicOperands
equality,EconomicOperands
employed intermittently,EconomicOperands
references,EconomicOperands
determine,RegulatoryOperators
parties,EconomicOperands
implement conflict-of-interest,EconomicOperands
to the maximum extent,Attributes
prepare,EconomicOperands
area,EconomicOperands
cftcsec,EconomicOperands
strictly,Attributes
there,FunctionWords
alleged,EconomicOperands
(12 u.s.c. 371a),LegalReferences
"may 1, 2010",Attributes
deposited,EconomicOperands
support infrastructure,EconomicOperands
section 10(a)(1)(d)(ii),LegalReferences
less frequently than,LogicalConnectors
earlier than,LogicalConnectors
complete,EconomicOperands
vested,EconomicOperands
unsettled,EconomicOperands
regard,EconomicOperands
united states code,LegalReferences
5 percent,Attributes
manipulative,EconomicOperands
two-thirds,Attributes
elimination,EconomicOperands
promote,EconomicOperands
buying,EconomicOperands
agricultural producer,EconomicOperands
applying,EconomicOperands
improved,EconomicOperands
circulation,EconomicOperands
affirmative vote,EconomicOperands
bucket,EconomicOperands
emissions,EconomicOperands
netting,EconomicOperands
administrative ruling,EconomicOperands
depositing,EconomicOperands
mutually agree,EconomicOperands
agree,EconomicOperands
annual gross revenues derived,EconomicOperands
5-year,Attributes
detailed,EconomicOperands
vehicles,EconomicOperands
12 u.s.c. 2709,LegalReferences
describe,Other
exigent,Attributes
examine,EconomicOperands
deem,RegulatoryOperators
file,EconomicOperands
aids,EconomicOperands
corresponding,EconomicOperands
inspections,EconomicOperands
casualty,EconomicOperands
amendments,Other
assessing,EconomicOperands
raised,EconomicOperands
administered,EconomicOperands
procure temporary,EconomicOperands
storage,EconomicOperands
field,EconomicOperands
valid,EconomicOperands
offered,EconomicOperands
requested,RegulatoryOperators
standardize,EconomicOperands
congress,EconomicOperands
separate,EconomicOperands
important,EconomicOperands
coverage,EconomicOperands
serious,Attributes
included,EconomicOperands
equitable,Attributes
spouse,EconomicOperands
resell,EconomicOperands
pool,EconomicOperands
building,EconomicOperands
15 u.s.c. 80b11,LegalReferences
requires,RegulatoryOperators
posts,EconomicOperands
repay,EconomicOperands
complying with,RegulatoryOperators
oral,EconomicOperands
original,EconomicOperands
waiver,RegulatoryOperators
represent,EconomicOperands
externally,EconomicOperands
consider,EconomicOperands
caused,EconomicOperands
dollar,EconomicOperands
month,EconomicOperands
internal financial,EconomicOperands
executing,EconomicOperands
systemic,EconomicOperands
deadline,EconomicOperands
welfare,EconomicOperands
follow,EconomicOperands
settlement,EconomicOperands
decisions,EconomicOperands
synthetic,EconomicOperands
content,Other
commencement,EconomicOperands
united states trade representative,EconomicOperands
pledged,EconomicOperands
acting,EconomicOperands
foster,EconomicOperands
nonpublicly,EconomicOperands
solicit,EconomicOperands
block trades,EconomicOperands
health,EconomicOperands
software developed,EconomicOperands
belonging,EconomicOperands
being taken,Other
premium,EconomicOperands
written finding,EconomicOperands
confidential,EconomicOperands
committee on ways and means,EconomicOperands
induce,EconomicOperands
unregulated,EconomicOperands
novel,EconomicOperands
bona fide market-making,EconomicOperands
decide,EconomicOperands
revolving,EconomicOperands
condition,EconomicOperands
block trade),EconomicOperands
audited financial statements,EconomicOperands
subpenas,EconomicOperands
evaluation,EconomicOperands
gramm-leach-bliley act,LegalReferences
list,EconomicOperands
applicable,FunctionWords
executive level,EconomicOperands
large,EconomicOperands
manages,EconomicOperands
form,EconomicOperands
small,EconomicOperands
external audit finding,EconomicOperands
economically,EconomicOperands
exemptions,RegulatoryOperators
margining conforming,EconomicOperands
wall street,EconomicOperands
(12 u.s.c. 1813(q)),LegalReferences
penalties,EconomicOperands
rate,EconomicOperands
design,EconomicOperands
layover,EconomicOperands
section 23a,LegalReferences
delivered,EconomicOperands
functioning,EconomicOperands
maintain metrics,EconomicOperands
investment,EconomicOperands
state-chartered,EconomicOperands
accreditation,EconomicOperands
investing,EconomicOperands
disruptions,EconomicOperands
section,Other
attempted manipulation,EconomicOperands
witnesses,EconomicOperands
conveyance,EconomicOperands
statutory disqualification,EconomicOperands
cease and desist,EconomicOperands
signed statement,EconomicOperands
retention,EconomicOperands
designating documents,EconomicOperands
public,EconomicOperands
maturities suitable,EconomicOperands
multinational,EconomicOperands
compromise position,EconomicOperands
full,EconomicOperands
nonapplicability,Other
