key;category;id_key;id_category;category_count;total_count;_duplicate
"1604(f)(1))";"LegalReferences";498;4;11153;1;1
"1604)";"LegalReferences";499;4;11153;2;1
"1607";"LegalReferences";500;4;11153;1;1
"1639)";"LegalReferences";501;4;11153;1;1
"1639a)";"LegalReferences";502;4;11153;1;1
"165";"LegalReferences";503;4;11153;4;1
"165(a)";"LegalReferences";504;4;11153;5;1
"165(d)";"LegalReferences";505;4;11153;1;1
"167";"LegalReferences";506;4;11153;1;1
"167(b)(2))";"LegalReferences";507;4;11153;1;1
"1681a(k)(2))";"LegalReferences";508;4;11153;1;1
"1681a)";"LegalReferences";509;4;11153;1;1
"1681b(g))";"LegalReferences";510;4;11153;1;1
"1681i(e))";"LegalReferences";511;4;11153;1;1
"1681m(e)(1))";"LegalReferences";512;4;11153;1;1
"1681m(e))";"LegalReferences";513;4;11153;2;1
"1681m(h)(6))";"LegalReferences";514;4;11153;1;1
"1681s)";"LegalReferences";515;4;11153;1;1
"1681w(a)(1))";"LegalReferences";516;4;11153;2;1
"1681w(a)(3))";"LegalReferences";517;4;11153;1;1
"1691)";"LegalReferences";518;4;11153;1;1
"1691a)";"LegalReferences";519;4;11153;1;1
"1691b)";"LegalReferences";520;4;11153;1;1
"1691c(a)(4))";"LegalReferences";521;4;11153;1;1
"1691c)";"LegalReferences";522;4;11153;1;1
"1691e(e))";"LegalReferences";523;4;11153;1;1
"1691e(f))";"LegalReferences";524;4;11153;1;1
"1691e(g))";"LegalReferences";525;4;11153;1;1
"1692a)";"LegalReferences";526;4;11153;1;1
"1692l)";"LegalReferences";527;4;11153;1;1
"1693(b))";"LegalReferences";528;4;11153;1;1
"1693a)";"LegalReferences";529;4;11153;1;1
"1693b(c))";"LegalReferences";530;4;11153;1;1
"1693b)";"LegalReferences";531;4;11153;1;1
"1693m)";"LegalReferences";532;4;11153;1;1
"1693o)";"LegalReferences";533;4;11153;1;1
"17";"LegalReferences";534;4;11153;17;1
"17(a)";"LegalReferences";535;4;11153;1;1
"17(a)(1)";"LegalReferences";536;4;11153;1;1
"17(b)";"LegalReferences";537;4;11153;1;1
"17(b)(1)(B)";"LegalReferences";538;4;11153;1;1
"17(e)(1)(A)";"LegalReferences";539;4;11153;3;1
"17(f)";"LegalReferences";540;4;11153;1;1
"17(r)(1)";"LegalReferences";541;4;11153;1;1
"1701)";"LegalReferences";542;4;11153;2;1
"1701c(c))";"LegalReferences";543;4;11153;1;1
"1701x)";"LegalReferences";544;4;11153;4;1
"1709)";"LegalReferences";545;4;11153;1;1
"1715(a))";"LegalReferences";546;4;11153;1;1
"1719(g)(2))";"LegalReferences";547;4;11153;1;1
"1752)";"LegalReferences";548;4;11153;4;1
"1752))";"LegalReferences";549;4;11153;1;1
"1780)";"LegalReferences";550;4;11153;1;1
"1785)";"LegalReferences";551;4;11153;1;1
"1786(g)(7))";"LegalReferences";552;4;11153;1;1
"1787(k)(1))";"LegalReferences";553;4;11153;2;1
"1787(k)(5))";"LegalReferences";554;4;11153;1;1
"18";"LegalReferences";555;4;11153;27;1
"18(a)(1)(B)";"LegalReferences";556;4;11153;1;1
"18(c)";"LegalReferences";557;4;11153;3;1
"18(c)(5)";"LegalReferences";558;4;11153;1;1
"18(g)";"LegalReferences";559;4;11153;1;1
"1812)";"LegalReferences";560;4;11153;1;1
"1813(b)(2)))";"LegalReferences";561;4;11153;5;1
"1813(b)(3)))";"LegalReferences";562;4;11153;5;1
"1813(q)(1))";"LegalReferences";563;4;11153;1;1
"1813(q))";"LegalReferences";564;4;11153;12;1
"1813(q)))";"LegalReferences";565;4;11153;1;1
"1813)";"LegalReferences";566;4;11153;11;1
"1813))";"LegalReferences";567;4;11153;2;1
"1815)";"LegalReferences";568;4;11153;1;1
"1817(b)(1))";"LegalReferences";569;4;11153;1;1
"1817(b)(2))";"LegalReferences";570;4;11153;2;1
"1817(j))";"LegalReferences";571;4;11153;2;1
"1817)";"LegalReferences";572;4;11153;1;1
"1818(b)(3))";"LegalReferences";573;4;11153;1;1
"1818(t))";"LegalReferences";574;4;11153;1;1
"1818)";"LegalReferences";575;4;11153;10;1
"1820(b)(3))";"LegalReferences";576;4;11153;1;1
"1820)";"LegalReferences";577;4;11153;1;1
"1821(a)(1))";"LegalReferences";578;4;11153;2;1
"1821)";"LegalReferences";579;4;11153;1;1
"1823)";"LegalReferences";580;4;11153;2;1
"1828(c)(5))";"LegalReferences";581;4;11153;1;1
"1828(g))";"LegalReferences";582;4;11153;1;1
"1828)";"LegalReferences";583;4;11153;3;1
"1829(e))";"LegalReferences";584;4;11153;1;1
"1831e)";"LegalReferences";585;4;11153;1;1
"1831j(e))";"LegalReferences";586;4;11153;1;1
"1831o)";"LegalReferences";587;4;11153;1;1
"1831t)";"LegalReferences";588;4;11153;1;1
"1831u(b)(4)(B))";"LegalReferences";589;4;11153;1;1
"1833b)";"LegalReferences";590;4;11153;1;1
"1833e)";"LegalReferences";591;4;11153;1;1
"1834(a))";"LegalReferences";592;4;11153;1;1
"1841(a)(5)(E))";"LegalReferences";593;4;11153;1;1
"1841(a)(5)(F))";"LegalReferences";594;4;11153;1;1
"1841(a))";"LegalReferences";595;4;11153;1;1
"1841(b))";"LegalReferences";596;4;11153;1;1
"1841(c)(2)(B))";"LegalReferences";597;4;11153;1;1
"1841(c)(2)(D))";"LegalReferences";598;4;11153;3;1
"1841(c)(2)(F))";"LegalReferences";599;4;11153;2;1
"1841(c)(2)(H))";"LegalReferences";600;4;11153;2;1
"1841(c)(2))";"LegalReferences";601;4;11153;3;1
"1841(c)(2)))";"LegalReferences";602;4;11153;2;1
"1841(j)(3))";"LegalReferences";603;4;11153;1;1
"1841(o)(4))";"LegalReferences";604;4;11153;1;1
"1841(p))";"LegalReferences";605;4;11153;2;1
"1841)";"LegalReferences";606;4;11153;4;1
"1841))";"LegalReferences";607;4;11153;3;1
"1842(c))";"LegalReferences";608;4;11153;1;1
"1842(d)(1)(A))";"LegalReferences";609;4;11153;1;1
"1842)";"LegalReferences";610;4;11153;1;1
"1843(j)(1))";"LegalReferences";611;4;11153;1;1
"1843(j)(2)(A))";"LegalReferences";612;4;11153;1;1
"1843(j)(2))";"LegalReferences";613;4;11153;1;1
"1843(k)(6)(B))";"LegalReferences";614;4;11153;2;1
"1843(k))";"LegalReferences";615;4;11153;4;1
"1843(k)))";"LegalReferences";616;4;11153;1;1
"1843(l)(1))";"LegalReferences";617;4;11153;1;1
"1843)";"LegalReferences";618;4;11153;4;1
"1844(b))";"LegalReferences";619;4;11153;1;1
"1844(c)(1))";"LegalReferences";620;4;11153;1;1
"1844(c)(2))";"LegalReferences";621;4;11153;1;1
"1844(c)(5)(B))";"LegalReferences";622;4;11153;1;1
"1844(c)(5))";"LegalReferences";623;4;11153;2;1
"1844(f))";"LegalReferences";624;4;11153;1;1
"1848a)";"LegalReferences";625;4;11153;1;1
"1861(b)(4))";"LegalReferences";626;4;11153;1;1
"1867(c)(2))";"LegalReferences";627;4;11153;1;1
"1881)";"LegalReferences";628;4;11153;1;1
"1882)";"LegalReferences";629;4;11153;1;1
"1884)";"LegalReferences";630;4;11153;1;1
"18a(c)(8))";"LegalReferences";631;4;11153;2;1
"19";"LegalReferences";632;4;11153;7;1
"19(a)";"LegalReferences";633;4;11153;1;1
"19(b)";"LegalReferences";634;4;11153;6;1
"19(b)(1)";"LegalReferences";635;4;11153;1;1
"19(b)(1)(A)";"LegalReferences";636;4;11153;4;1
"19(b)(2)";"LegalReferences";637;4;11153;1;1
"19(b)(3)";"LegalReferences";638;4;11153;1;1
"19(b)(7)";"LegalReferences";639;4;11153;1;1
"19(d)(6)(A)";"LegalReferences";640;4;11153;1;1
"19(h)(4)";"LegalReferences";641;4;11153;1;1
"19(i)";"LegalReferences";642;4;11153;1;1
"1933";"LegalReferences";643;4;11153;35;1
"1933)";"LegalReferences";644;4;11153;1;1
"1934)";"LegalReferences";646;4;11153;4;1
"1935";"LegalReferences";647;4;11153;9;1
"1937";"LegalReferences";648;4;11153;3;1
"1939";"LegalReferences";649;4;11153;2;1
"1940";"LegalReferences";650;4;11153;104;1
"1940)";"LegalReferences";651;4;11153;1;1
"1956";"LegalReferences";652;4;11153;19;1
"1956)";"LegalReferences";653;4;11153;4;1
"1958";"LegalReferences";654;4;11153;5;1
"1961";"LegalReferences";655;4;11153;1;1
"1965";"LegalReferences";656;4;11153;1;1
"1965)";"LegalReferences";657;4;11153;2;1
"1966";"LegalReferences";658;4;11153;2;1
"1968";"LegalReferences";659;4;11153;14;1
"1970";"LegalReferences";660;4;11153;7;1
"1971";"LegalReferences";661;4;11153;2;1
"1973";"LegalReferences";662;4;11153;4;1
"1974";"LegalReferences";663;4;11153;18;1
"1975";"LegalReferences";664;4;11153;2;1
"1977";"LegalReferences";665;4;11153;1;1
"1978";"LegalReferences";666;4;11153;16;1
"1982";"LegalReferences";667;4;11153;2;1
"1982)";"LegalReferences";668;4;11153;2;1
"1985";"LegalReferences";669;4;11153;1;1
"1990";"LegalReferences";670;4;11153;2;1
"1991";"LegalReferences";671;4;11153;7;1
"1992";"LegalReferences";672;4;11153;6;1
"1992)";"LegalReferences";673;4;11153;1;1
"1994";"LegalReferences";674;4;11153;5;1
"1995";"LegalReferences";675;4;11153;1;1
"1998";"LegalReferences";676;4;11153;1;1
"2(a)";"LegalReferences";678;4;11153;5;1
"2(a)(1)";"LegalReferences";679;4;11153;4;1
"2(a)(1)(A)";"LegalReferences";680;4;11153;1;1
"2(a)(1))";"LegalReferences";681;4;11153;2;1
"2(a)(11)";"LegalReferences";682;4;11153;2;1
"2(a)(13)";"LegalReferences";683;4;11153;3;1
"2(a)(19)";"LegalReferences";684;4;11153;1;1
"2(a)(4)";"LegalReferences";685;4;11153;1;1
"2(a)(44)";"LegalReferences";686;4;11153;1;1
"2(a)(5)(E)";"LegalReferences";687;4;11153;1;1
"2(a)(5)(F)";"LegalReferences";688;4;11153;1;1
"2(a)(9)";"LegalReferences";689;4;11153;1;1
"2(b)";"LegalReferences";690;4;11153;1;1
"2(c)";"LegalReferences";691;4;11153;4;1
"2(c)(2)";"LegalReferences";692;4;11153;7;1
"2(c)(2)(A)";"LegalReferences";693;4;11153;1;1
"2(c)(2)(B)";"LegalReferences";694;4;11153;2;1
"2(c)(2)(D)";"LegalReferences";695;4;11153;3;1
"2(c)(2)(F)";"LegalReferences";696;4;11153;2;1
"2(c)(2)(H)";"LegalReferences";697;4;11153;2;1
"2(c)(2))";"LegalReferences";698;4;11153;1;1
"2(f)";"LegalReferences";699;4;11153;2;1
"2(h)";"LegalReferences";700;4;11153;8;1
"2(h)(1)";"LegalReferences";701;4;11153;5;1
"2(h)(3)";"LegalReferences";702;4;11153;2;1
"2(h)(4)";"LegalReferences";703;4;11153;1;1
"2(h)(5)";"LegalReferences";704;4;11153;1;1
"2(h)(7)";"LegalReferences";705;4;11153;2;1
"2(h)(8)";"LegalReferences";706;4;11153;1;1
"2(h)(8)(B)";"LegalReferences";707;4;11153;2;1
"2(o)(4)";"LegalReferences";708;4;11153;1;1
"2(o)(8)";"LegalReferences";709;4;11153;1;1
"2(p)";"LegalReferences";710;4;11153;2;1
"2)";"LegalReferences";711;4;11153;6;1
"2/3";"Attributes";712;1;2335;23;1
"20";"LegalReferences";713;4;11153;2;1
"20(a)";"LegalReferences";714;4;11153;1;1
"20(d)(3)(A)";"LegalReferences";715;4;11153;1;1
"2000";"LegalReferences";716;4;11153;5;1
"2002";"LegalReferences";717;4;11153;11;1
"2003";"LegalReferences";718;4;11153;3;1
"2008";"LegalReferences";719;4;11153;17;1
"2009)";"LegalReferences";721;4;11153;3;1
"201";"LegalReferences";722;4;11153;3;1
"201(a)(11)";"LegalReferences";723;4;11153;4;1
"201(f)";"LegalReferences";724;4;11153;1;1
"2010)";"LegalReferences";726;4;11153;2;1
"202";"LegalReferences";727;4;11153;9;1
"202(a)";"LegalReferences";728;4;11153;4;1
"202(a)(1)";"LegalReferences";729;4;11153;1;1
"202(a)(1)(A)";"LegalReferences";730;4;11153;1;1
"202(a)(11)";"LegalReferences";731;4;11153;2;1
"202(a)(21)";"LegalReferences";732;4;11153;1;1
"202)";"LegalReferences";733;4;11153;1;1
"203";"LegalReferences";734;4;11153;9;1
"203(a)";"LegalReferences";735;4;11153;1;1
"203(b)";"LegalReferences";736;4;11153;4;1
"203(c)(2)(A)";"LegalReferences";737;4;11153;1;1
"203(c)(3)";"LegalReferences";738;4;11153;2;1
"203(d)";"LegalReferences";739;4;11153;2;1
"203(f)";"LegalReferences";740;4;11153;1;1
"203(i)(1)";"LegalReferences";741;4;11153;1;1
"203(m)";"LegalReferences";742;4;11153;1;1
"204";"LegalReferences";743;4;11153;4;1
"204(d)";"LegalReferences";744;4;11153;3;1
"205";"LegalReferences";745;4;11153;7;1
"205(a)(1)";"LegalReferences";746;4;11153;1;1
"205(b)";"LegalReferences";747;4;11153;1;1
"205(e)";"LegalReferences";748;4;11153;1;1
"205(f)";"LegalReferences";749;4;11153;2;1
"206";"LegalReferences";750;4;11153;4;1
"206(a)";"LegalReferences";751;4;11153;1;1
"206(b)";"LegalReferences";752;4;11153;1;1
"206(e)";"LegalReferences";753;4;11153;1;1
"207(k)(1)";"LegalReferences";754;4;11153;2;1
"207(k)(5)";"LegalReferences";755;4;11153;1;1
"208";"LegalReferences";756;4;11153;1;1
"209";"LegalReferences";757;4;11153;1;1
"209(e)(3)(A)";"LegalReferences";758;4;11153;1;1
"21";"LegalReferences";759;4;11153;8;1
"21(a)(1)";"LegalReferences";760;4;11153;3;1
"21(d))";"LegalReferences";761;4;11153;1;1
"21(e)";"LegalReferences";762;4;11153;1;1
"21(r)(1))";"LegalReferences";763;4;11153;1;1
"21)";"LegalReferences";764;4;11153;1;1
"210";"LegalReferences";765;4;11153;10;1
"210(a)(2)";"LegalReferences";766;4;11153;1;1
"210(a)(5)";"LegalReferences";767;4;11153;1;1
"210(b)";"LegalReferences";768;4;11153;3;1
"210(b)(1)";"LegalReferences";769;4;11153;1;1
"210(c)";"LegalReferences";770;4;11153;1;1
"210(c)(10)(B)";"LegalReferences";771;4;11153;1;1
"210(c)(8))";"LegalReferences";772;4;11153;1;1
"210(h)";"LegalReferences";773;4;11153;1;1
"210(n)";"LegalReferences";774;4;11153;1;1
"210(n)(14)";"LegalReferences";775;4;11153;1;1
"210(n)(9)";"LegalReferences";776;4;11153;1;1
"2105";"LegalReferences";777;4;11153;1;1
"211";"LegalReferences";778;4;11153;3;1
"211(d)";"LegalReferences";779;4;11153;1;1
"2112";"LegalReferences";780;4;11153;2;1
"212";"LegalReferences";781;4;11153;1;1
"212(c)(2)";"LegalReferences";782;4;11153;3;1
"213(a)";"LegalReferences";783;4;11153;1;1
"214";"LegalReferences";784;4;11153;2;1
"214(b)";"LegalReferences";785;4;11153;1;1
"214(e)(1)";"LegalReferences";786;4;11153;1;1
"215";"LegalReferences";787;4;11153;1;1
"216(j)";"LegalReferences";788;4;11153;1;1
"217";"LegalReferences";789;4;11153;1;1
"2171)";"LegalReferences";790;4;11153;1;1
"22";"LegalReferences";791;4;11153;2;1
"22(a)";"LegalReferences";792;4;11153;2;1
"22(a)(1)";"LegalReferences";793;4;11153;1;1
"22(d)";"LegalReferences";794;4;11153;1;1
"22(h)";"LegalReferences";795;4;11153;1;1
"220";"LegalReferences";796;4;11153;1;1
"222";"LegalReferences";797;4;11153;2;1
"225";"LegalReferences";798;4;11153;1;1
"2301";"LegalReferences";799;4;11153;2;1
"2301(a)";"LegalReferences";800;4;11153;1;1
"2301(b)";"LegalReferences";801;4;11153;3;1
"2301(c)";"LegalReferences";802;4;11153;1;1
"2302(b)(11)";"LegalReferences";803;4;11153;1;1
"233(b)(2)";"LegalReferences";804;4;11153;2;1
"237";"LegalReferences";805;4;11153;1;1
"23A";"LegalReferences";806;4;11153;3;1
"24";"LegalReferences";807;4;11153;9;1
"24(f)";"LegalReferences";808;4;11153;2;1
"24)";"LegalReferences";809;4;11153;2;1
"242)";"LegalReferences";810;4;11153;1;1
"248(a)(2))";"LegalReferences";811;4;11153;1;1
"248(r)(2))";"LegalReferences";812;4;11153;1;1
"248)";"LegalReferences";813;4;11153;3;1
"248a)";"LegalReferences";814;4;11153;1;1
"25";"LegalReferences";815;4;11153;10;1
"25(a)(1))";"LegalReferences";816;4;11153;1;1
"2539(c)(2)";"LegalReferences";817;4;11153;1;1
"255";"LegalReferences";818;4;11153;2;1
"2554(b)(2)";"LegalReferences";819;4;11153;1;1
"2602)";"LegalReferences";820;4;11153;1;1
"2603)";"LegalReferences";821;4;11153;1;1
"2604)";"LegalReferences";822;4;11153;3;1
"2605(e))";"LegalReferences";823;4;11153;1;1
"2605(f))";"LegalReferences";824;4;11153;1;1
"2605(g))";"LegalReferences";825;4;11153;1;1
"2605(i)(2))";"LegalReferences";826;4;11153;1;1
"2605(j)(3))";"LegalReferences";827;4;11153;1;1
"2605)";"LegalReferences";828;4;11153;1;1
"2606(b))";"LegalReferences";829;4;11153;1;1
"2607(c)(5))";"LegalReferences";830;4;11153;1;1
"2607(d))";"LegalReferences";831;4;11153;1;1
"2614)";"LegalReferences";832;4;11153;1;1
"2616)";"LegalReferences";833;4;11153;1;1
"2617)";"LegalReferences";834;4;11153;1;1
"27";"LegalReferences";835;4;11153;2;1
"27)";"LegalReferences";836;4;11153;1;1
"2702)";"LegalReferences";837;4;11153;1;1
"2703)";"LegalReferences";838;4;11153;1;1
"2704)";"LegalReferences";839;4;11153;1;1
"2706)";"LegalReferences";840;4;11153;1;1
"2707)";"LegalReferences";841;4;11153;1;1
"2708)";"LegalReferences";842;4;11153;1;1
"2711)";"LegalReferences";843;4;11153;1;1
"2791";"LegalReferences";844;4;11153;1;1
"27a)";"LegalReferences";845;4;11153;1;1
"27f)";"LegalReferences";846;4;11153;1;1
"28";"LegalReferences";847;4;11153;7;1
"28(d)";"LegalReferences";848;4;11153;1;1
"28(e)";"LegalReferences";849;4;11153;1;1
"2802)";"LegalReferences";850;4;11153;1;1
"2803)";"LegalReferences";851;4;11153;1;1
"2804)";"LegalReferences";852;4;11153;1;1
"2805(b))";"LegalReferences";853;4;11153;1;1
"2806)";"LegalReferences";854;4;11153;1;1
"2902)";"LegalReferences";855;4;11153;1;1
"2903(c))";"LegalReferences";856;4;11153;1;1
"2905)";"LegalReferences";857;4;11153;1;1
"3(a)";"LegalReferences";859;4;11153;15;1
"3(a)(10)";"LegalReferences";860;4;11153;2;1
"3(a)(12)";"LegalReferences";861;4;11153;2;1
"3(a)(13)";"LegalReferences";862;4;11153;1;1
"3(a)(2)";"LegalReferences";863;4;11153;1;1
"3(a)(34)";"LegalReferences";864;4;11153;1;1
"3(a)(4)";"LegalReferences";865;4;11153;1;1
"3(a)(47)";"LegalReferences";866;4;11153;2;1
"3(a)(5)";"LegalReferences";867;4;11153;1;1
"3(a)(6)";"LegalReferences";868;4;11153;1;1
"3(a)(62)";"LegalReferences";869;4;11153;1;1
"3(a)(68)";"LegalReferences";870;4;11153;5;1
"3(a)(68)(A)";"LegalReferences";871;4;11153;1;1
"3(a)(77)";"LegalReferences";872;4;11153;4;1
"3(a)(78)";"LegalReferences";873;4;11153;5;1
"3(a)(8)";"LegalReferences";874;4;11153;2;1
"3(b)(2)";"LegalReferences";875;4;11153;6;1
"3(b)(3)";"LegalReferences";876;4;11153;6;1
"3(c)";"LegalReferences";877;4;11153;5;1
"3(c)(2)";"LegalReferences";878;4;11153;6;1
"3(c)(7)";"LegalReferences";879;4;11153;2;1
"3(d)";"LegalReferences";880;4;11153;1;1
"3(d)(1)(A)";"LegalReferences";881;4;11153;1;1
"3(e)(2)";"LegalReferences";882;4;11153;1;1
"3(f)";"LegalReferences";883;4;11153;1;1
"3(q)";"LegalReferences";884;4;11153;20;1
"3(q)(1)";"LegalReferences";885;4;11153;1;1
"3(q)(2)";"LegalReferences";886;4;11153;1;1
"3(s)";"LegalReferences";887;4;11153;2;1
"3(y)(3)";"LegalReferences";888;4;11153;1;1
"3)";"FunctionWords";889;3;119649;1;1
"30";"LegalReferences";890;4;11153;1;1
"3007)";"LegalReferences";891;4;11153;1;1
"301";"LegalReferences";892;4;11153;3;1
"302(a)(4)";"LegalReferences";893;4;11153;1;1
"302(b)(6)";"LegalReferences";894;4;11153;2;1
"303";"LegalReferences";895;4;11153;2;1
"303(f)";"LegalReferences";896;4;11153;1;1
"304";"LegalReferences";897;4;11153;1;1
"304(b)";"LegalReferences";898;4;11153;1;1
"304(c)(4)";"LegalReferences";899;4;11153;1;1
"304(g)(2)";"LegalReferences";900;4;11153;1;1
"305(a)(2)";"LegalReferences";901;4;11153;6;1
"306(l)(2)";"LegalReferences";902;4;11153;1;1
"308";"LegalReferences";903;4;11153;3;1
"308(b)";"LegalReferences";904;4;11153;2;1
"31";"LegalReferences";905;4;11153;31;1
"3101(7))";"LegalReferences";906;4;11153;1;1
"3101(b)(7))";"LegalReferences";907;4;11153;1;1
"3101)";"LegalReferences";908;4;11153;3;1
"3105(d)(3))";"LegalReferences";909;4;11153;1;1
"3105(e)(1))";"LegalReferences";910;4;11153;1;1
"3106(a))";"LegalReferences";911;4;11153;3;1
"3109";"LegalReferences";912;4;11153;1;1
"3109(b)";"LegalReferences";913;4;11153;1;1
"311";"LegalReferences";914;4;11153;4;1
"3114";"LegalReferences";915;4;11153;2;1
"312";"LegalReferences";916;4;11153;5;1
"312(b)";"LegalReferences";917;4;11153;2;1
"312(b)(1)(A)";"LegalReferences";918;4;11153;1;1
"312(b)(2)(B)";"LegalReferences";919;4;11153;1;1
"313";"LegalReferences";920;4;11153;4;1
"3132";"LegalReferences";921;4;11153;2;1
"3132(a)(7)";"LegalReferences";922;4;11153;1;1
"314";"LegalReferences";923;4;11153;5;1
"315";"LegalReferences";924;4;11153;1;1
"317(a)(1)";"LegalReferences";925;4;11153;1;1
"32(a)";"LegalReferences";926;4;11153;1;1
"32(e)(4)";"LegalReferences";927;4;11153;2;1
"3206)";"LegalReferences";928;4;11153;1;1
"3207)";"LegalReferences";929;4;11153;1;1
"3208(a))";"LegalReferences";930;4;11153;1;1
"321";"LegalReferences";931;4;11153;1;1
"321(a)";"LegalReferences";932;4;11153;1;1
"322";"LegalReferences";933;4;11153;1;1
"323";"LegalReferences";934;4;11153;1;1
"323(b)";"LegalReferences";935;4;11153;1;1
"324";"LegalReferences";936;4;11153;2;1
"325";"LegalReferences";937;4;11153;2;1
"329";"LegalReferences";938;4;11153;2;1
"33(d)(2)(B)";"LegalReferences";939;4;11153;2;1
"330";"LegalReferences";940;4;11153;1;1
"3303(a)(4))";"LegalReferences";941;4;11153;1;1
"3310)";"LegalReferences";942;4;11153;1;1
"3332(a))";"LegalReferences";943;4;11153;1;1
"341)";"LegalReferences";944;4;11153;1;1
"3412(e))";"LegalReferences";945;4;11153;1;1
"3413)";"LegalReferences";946;4;11153;1;1
"342)";"LegalReferences";947;4;11153;1;1
"343)";"LegalReferences";948;4;11153;4;1
"35";"LegalReferences";949;4;11153;1;1
"3503";"LegalReferences";950;4;11153;4;1
"3512(c)";"LegalReferences";951;4;11153;1;1
"3513";"LegalReferences";952;4;11153;1;1
"3518(c)(1)";"LegalReferences";953;4;11153;3;1
"3553(a)(2)";"LegalReferences";954;4;11153;2;1
"36";"LegalReferences";955;4;11153;2;1
"36(a)";"LegalReferences";956;4;11153;1;1
"36(a)(1)";"LegalReferences";957;4;11153;2;1
"364(a)";"LegalReferences";958;4;11153;1;1
"3709";"LegalReferences";959;4;11153;1;1
"371)";"LegalReferences";960;4;11153;4;1
"371a)";"LegalReferences";961;4;11153;1;1
"371c)";"LegalReferences";962;4;11153;3;1
"371c-1)";"LegalReferences";963;4;11153;1;1
"3730(h)";"LegalReferences";964;4;11153;1;1
"375)";"LegalReferences";965;4;11153;1;1
"38";"LegalReferences";966;4;11153;4;1
"38(b)";"LegalReferences";967;4;11153;1;1
"38(k)";"LegalReferences";968;4;11153;1;1
"3802(1))";"LegalReferences";969;4;11153;1;1
"3803)";"LegalReferences";970;4;11153;1;1
"39(c)";"LegalReferences";971;4;11153;1;1
"3901(a)(4))";"LegalReferences";972;4;11153;1;1
"3907(a)(1))";"LegalReferences";973;4;11153;1;1
"4(a)";"LegalReferences";975;4;11153;2;1
"4(b)";"LegalReferences";976;4;11153;1;1
"4(c)";"LegalReferences";977;4;11153;7;1
"4(c)(1)";"LegalReferences";978;4;11153;4;1
"4(d)";"LegalReferences";979;4;11153;1;1
"4(i)";"LegalReferences";980;4;11153;1;1
"4(j)(1)";"LegalReferences";981;4;11153;1;1
"4(j)(2)";"LegalReferences";982;4;11153;1;1
"4(j)(2)(A)";"LegalReferences";983;4;11153;1;1
"4(j)(3)";"LegalReferences";984;4;11153;1;1
"4(k)";"LegalReferences";985;4;11153;14;1
"4(k)(6)(B)";"LegalReferences";986;4;11153;2;1
"4(l)";"LegalReferences";987;4;11153;1;1
"4(l)(1)";"LegalReferences";988;4;11153;1;1
"4002)";"LegalReferences";989;4;11153;2;1
"4003(a)(5))";"LegalReferences";990;4;11153;1;1
"4003)";"LegalReferences";991;4;11153;1;1
"4004)";"LegalReferences";992;4;11153;1;1
"4006)";"LegalReferences";993;4;11153;1;1
"4008)";"LegalReferences";994;4;11153;1;1
"401(a)";"LegalReferences";995;4;11153;1;1
"402";"LegalReferences";996;4;11153;3;1
"402(b)";"LegalReferences";997;4;11153;1;1
"403";"LegalReferences";998;4;11153;2;1
"403(a)";"LegalReferences";999;4;11153;1;1
"403(b)";"LegalReferences";1000;4;11153;1;1
"404";"LegalReferences";1001;4;11153;2;1
"404(b)";"LegalReferences";1002;4;11153;10;1
"406";"LegalReferences";1003;4;11153;2;1
"4110(d)(2)(G))";"LegalReferences";1004;4;11153;1;1
"414";"LegalReferences";1005;4;11153;2;1
"42";"LegalReferences";1006;4;11153;1;1
"42(e)(3)(A)";"LegalReferences";1007;4;11153;1;1
"422(b)(6)";"LegalReferences";1008;4;11153;2;1
"43";"LegalReferences";1009;4;11153;1;1
"4302(d)";"LegalReferences";1010;4;11153;1;1
"4309)";"LegalReferences";1011;4;11153;1;1
"4311(b))";"LegalReferences";1012;4;11153;1;1
"4311)";"LegalReferences";1013;4;11153;1;1
"4313)";"LegalReferences";1014;4;11153;1;1
"435(m)";"LegalReferences";1015;4;11153;1;1
"44";"LegalReferences";1016;4;11153;7;1
"44(b)(4)(B)";"LegalReferences";1017;4;11153;1;1
"4402";"LegalReferences";1018;4;11153;1;1
"4403(a))";"LegalReferences";1019;4;11153;1;1
"4515(b))";"LegalReferences";1020;4;11153;1;1
"4517(c))";"LegalReferences";1021;4;11153;1;1
"4519)";"LegalReferences";1022;4;11153;1;1
"457(b)";"LegalReferences";1023;4;11153;1;1
"457(e)(1)(A)";"LegalReferences";1024;4;11153;1;1
"46(a)(2)";"LegalReferences";1025;4;11153;1;1
"461(b)(7))";"LegalReferences";1026;4;11153;1;1
"461(b))";"LegalReferences";1027;4;11153;1;1
"461)";"LegalReferences";1028;4;11153;1;1
"4617(d))";"LegalReferences";1029;4;11153;1;1
"47";"LegalReferences";1030;4;11153;1;1
"4702(5))";"LegalReferences";1031;4;11153;1;1
"48";"LegalReferences";1032;4;11153;1;1
"49";"LegalReferences";1033;4;11153;3;1
"4909)";"LegalReferences";1034;4;11153;1;1
"4s";"LegalReferences";1035;4;11153;7;1
"5";"LegalReferences";1036;4;11153;146;1
"5(a)";"LegalReferences";1037;4;11153;3;1
"5(a)(3)";"LegalReferences";1038;4;11153;1;1
"5(b)";"LegalReferences";1039;4;11153;2;1
"5(b)(1)(B)";"LegalReferences";1040;4;11153;1;1
"5(c)";"LegalReferences";1041;4;11153;1;1
"5(c)(1)";"LegalReferences";1042;4;11153;1;1
"5(c)(2)";"LegalReferences";1043;4;11153;1;1
